Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Forma de presentación;Cantidad de subregistros;Confirmación
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Entero fresco;161;
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Eviscerado;156;
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Eviscerado enhielado;7;
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Eviscerado fresco;5;
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Entero;132;
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Entero enhielado;22;
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Entero fresco;17;
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Eviscerado;55;
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Eviscerado fresco;3;
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Eviscerado sin gónada;1;
Pacífico;Peces;PezOseo;Pomacanthus zonipectus;Señorita;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Entero;8;
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Entero enhielado;38;
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Entero fresco;82;
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Entero enhielado;64;
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Entero fresco;18;
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Prionotus spp. ppalmente prionotus horrens;Pez rey pejerrey;Descabezado;60;
Pacífico;Peces;PezOseo;Prionotus spp. ppalmente prionotus horrens;Pez rey pejerrey;Entero;6;
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Colas;970;
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Entero;117;
Pacífico;Peces;PezOseo;Pseudobalistes naufragium;Pejepuerco, Jabonera;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Entero;59;
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Entero enhielado;2;
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Entero fresco;1;
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Entero;2;
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Entero enhielado;18;
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Entero fresco;7;
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Eviscerado;15;
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Eviscerado fresco;1;
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Entero;12;
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Entero fresco;2;
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Eviscerado;5;
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Eviscerado enhielado;2;
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Eviscerado fresco;19;
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Entero;2;
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Eviscerado;3;
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Entero;4;
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Eviscerado;16;
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Entero;345;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Entero enhielado;17;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Entero fresco;106;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Eviscerado;540;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Eviscerado enhielado;547;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Eviscerado fresco;496;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Eviscerado sin gónada;460;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Salpreso;9;
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Seco salado;1;
Pacífico;Peces;PezOseo;Scomber japonicus;Ojón cigarro;Entero fresco;1;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Entero;2091;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Entero enhielado;100;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Entero fresco;1250;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado;3882;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado con gónada;3;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado enhielado;3455;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado fresco;490;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado sin gónada;2386;
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Seco salado;1;
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Entero;45;
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Entero enhielado;5;
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Entero fresco;42;
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Entero;869;
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Entero enhielado;45;
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Entero fresco;40;
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Eviscerado;44;
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Eviscerado enhielado;5;
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Eviscerado fresco;1;
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Eviscerado sin gónada;1;
Pacífico;Peces;PezOseo;Selene spp.;Jorobado;Entero;2;
Pacífico;Peces;PezOseo;Selene spp.;Jorobado;Entero fresco;1;
Pacífico;Peces;PezOseo;Seriola lalandi;Bravo;Eviscerado;7;
Pacífico;Peces;PezOseo;Seriola lalandi;Bravo;Eviscerado enhielado;3;
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Entero;13;
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Entero enhielado;4;
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Entero fresco;1;
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Eviscerado;46;
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Eviscerado enhielado;10;
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Eviscerado fresco;3;
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Eviscerado sin gónada;48;
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Entero;7;
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Entero fresco;3;
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Eviscerado;25;
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Eviscerado enhielado;3;
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Eviscerado sin gónada;21;
Pacífico;Peces;PezOseo;Serranidos;Chernas;Descabezado;8;
Pacífico;Peces;PezOseo;Serranidos;Chernas;Eviscerado;4;
Pacífico;Peces;PezOseo;Serranidos;Chernas;Eviscerado enhielado;17;
Pacífico;Crustáceos;Camaron;Solenocera agassizii;Camarón coliflor;Entero;2;
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Descabezado;779;
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Entero;44;
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Entero fresco;28;
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Eviscerado;6;
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Eviscerado fresco;8;
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Eviscerado sin gónada;2;
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Entero;1014;
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Entero enhielado;44;
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Entero fresco;184;
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado;416;
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado enhielado;532;
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado fresco;67;
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado sin gónada;429;
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Entero;9;
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Entero enhielado;4;
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Entero fresco;16;
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Eviscerado;2;
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Eviscerado enhielado;4;
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Eviscerado fresco;2;
Pacífico;Peces;PezOseo;Sphyraena qenie;Champeta;Eviscerado;3;
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Entero;47;
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Eviscerado;5;
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Eviscerado enhielado;6;
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Eviscerado fresco;1;
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Eviscerado sin gónada;1;
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Entero;2;
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Entero fresco;15;
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Eviscerado;2;
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Eviscerado enhielado;3;
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Eviscerado fresco;65;
Pacífico;Peces;PezOseo;Synodus scituliceps;Pez huevo;Entero;21;
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Entero;19;
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Entero enhielado;4;
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Eviscerado;12;
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Eviscerado enhielado;9;
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Eviscerado sin gónada;1;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Entero;162;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Entero enhielado;4;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Entero fresco;81;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Eviscerado;54;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Eviscerado con gónada;1;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Eviscerado fresco;1;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Eviscerado sin gónada;4;
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Filete;1;
Pacífico;Peces;PezOseo;Thunnus obesus;Atún ojo gordo;Eviscerado;127;
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Entero;2;
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Entero fresco;16;
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Entero;19;
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Entero enhielado;9;
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Entero fresco;7;
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Eviscerado;38;
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Eviscerado fresco;16;
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Entero;23;
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Entero enhielado;2;
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Eviscerado;2;
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Eviscerado enhielado;2;
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Eviscerado;2;
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Cola enhielada;7;
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Colas;1957;
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Entero;1001;
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Entero fresco;61;
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Entero;293;
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Entero enhielado;5;
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Entero fresco;57;
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Eviscerado;21;
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Eviscerado sin gónada;5;
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Entero;32;
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Entero enhielado;12;
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Entero fresco;7;
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Eviscerado enhielado;1;
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Eviscerado sin gónada;2;
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Entero enhielado;61;
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Entero fresco;22;
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Entero;342;
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Entero enhielado;2;
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Entero fresco;11;
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Entero;3;
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Entero enhielado;1;
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Entero fresco;1;
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Carne;1;
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Cola enhielada;21;
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Colas;2539;
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Entero;1114;
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Entero fresco;69;
