Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Forma de presentación;Cantidad de subregistros;Confirmación
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Eviscerado congelado;339;
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Eviscerado enhielado;2858;
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Eviscerado fresco;1685;
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Seco salado;17;
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Entero enhielado;3;
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Entero fresco;285;
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado;196;
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado congelado;29;
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado enhielado;474;
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado fresco;594;
Orinoquía;Peces;PezOseo;Brycon sp.;Singo;Eviscerado;8;
Orinoquía;Peces;PezOseo;Brycon sp.;Singo;Eviscerado enhielado;19;
Orinoquía;Peces;PezOseo;Brycon sp.;Singo;Eviscerado fresco;53;
Orinoquía;Peces;PezOseo;Brycon whitei;Yamuseta;Entero fresco;3;
Orinoquía;Peces;PezOseo;Brycon whitei;Yamuseta;Eviscerado enhielado;3;
Orinoquía;Peces;PezOseo;Brycon whitei;Yamuseta;Eviscerado fresco;20;
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Entero fresco;2;
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Eviscerado;160;
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Eviscerado congelado;56;
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Eviscerado enhielado;163;
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Eviscerado fresco;109;
Orinoquía;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado;39;
Orinoquía;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado congelado;2;
Orinoquía;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado enhielado;9;
Orinoquía;Peces;PezOseo;Cephalosilurus apurensis;Rambosapo;Eviscerado;6;
Orinoquía;Peces;PezOseo;Cephalosilurus apurensis;Rambosapo;Eviscerado enhielado;2;
Orinoquía;Peces;PezOseo;Cephalosilurus apurensis;Rambosapo;Eviscerado fresco;12;
Orinoquía;Peces;PezOseo;Chalceus epakros;Ararí de línea;Entero fresco;4;
Orinoquía;Peces;PezOseo;Chalceus epakros;Ararí de línea;Eviscerado fresco;11;
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Entero fresco;79;
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Eviscerado;8;
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Eviscerado congelado;1;
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Eviscerado enhielado;73;
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Eviscerado fresco;262;
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Entero fresco;20;
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Eviscerado enhielado;5;
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Eviscerado fresco;22;
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero;1;
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero enhielado;3;
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero fresco;56;
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado;34;
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado congelado;40;
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado enhielado;218;
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado fresco;241;
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Seco salado;4;
Orinoquía;Peces;PezOseo;Crenicichla sp.;Mataguaro Ventuari;Entero fresco;9;
Orinoquía;Peces;PezOseo;Crenicichla sp.;Mataguaro Ventuari;Eviscerado fresco;29;
Orinoquía;Peces;PezOseo;Crenicichla sp. 2;Mataguaro rojo;Entero fresco;27;
Orinoquía;Peces;PezOseo;Crenicichla sp. 2;Mataguaro rojo;Eviscerado enhielado;1;
Orinoquía;Peces;PezOseo;Crenicichla sp. 2;Mataguaro rojo;Eviscerado fresco;35;
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Entero;1;
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Entero fresco;29;
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Eviscerado;6;
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Eviscerado congelado;2;
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Eviscerado enhielado;4;
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Eviscerado fresco;36;
Orinoquía;Peces;PezOseo;Duopalatinus peruanus;Roncador;Eviscerado;14;
Orinoquía;Peces;PezOseo;Duopalatinus peruanus;Roncador;Eviscerado congelado;2;
Orinoquía;Peces;PezOseo;Duopalatinus peruanus;Roncador;Eviscerado enhielado;21;
Orinoquía;Peces;PezOseo;Duopalatinus peruanus;Roncador;Eviscerado fresco;20;
Orinoquía;Peces;PezOseo;Exallodontus aguanai;Capitán amarillo;Eviscerado enhielado;62;
Orinoquía;Peces;PezOseo;Exallodontus aguanai;Capitán amarillo;Eviscerado fresco;15;
Orinoquía;Peces;PezOseo;Geophagus abalios;Juan viejo;Eviscerado fresco;2;
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Entero fresco;4;
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Eviscerado;49;
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Eviscerado congelado;6;
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Eviscerado enhielado;195;
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Eviscerado fresco;80;
Orinoquía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Entero fresco;3;
Orinoquía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Eviscerado enhielado;1;
Orinoquía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Eviscerado fresco;14;
Orinoquía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Entero fresco;16;
Orinoquía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Eviscerado enhielado;1;
Orinoquía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Eviscerado fresco;32;
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Entero fresco;74;
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Eviscerado;92;
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Eviscerado enhielado;12;
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Eviscerado fresco;247;
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado;11;
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado congelado;9;
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado enhielado;57;
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado fresco;8;
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Seco salado;1;
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Entero;4;
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Entero congelado;2;
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Entero enhielado;6;
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Entero fresco;1;
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Eviscerado;76;
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Eviscerado congelado;2;
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Eviscerado enhielado;29;
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Eviscerado fresco;5;
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Entero;2;
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Entero enhielado;2;
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Entero fresco;133;
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Eviscerado;69;
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Eviscerado congelado;39;
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Eviscerado enhielado;762;
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Eviscerado fresco;778;
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Seco salado;7;
Orinoquía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Eviscerado congelado;2;
Orinoquía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Eviscerado enhielado;9;
Orinoquía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Eviscerado fresco;4;
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Entero fresco;47;
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Eviscerado enhielado;4;
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Eviscerado fresco;55;
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Eviscerado;1;
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Eviscerado congelado;13;
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Eviscerado enhielado;77;
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Eviscerado fresco;53;
Orinoquía;Peces;PezOseo;Hypophthalmus sp. 1;Faisán;Eviscerado congelado;10;
Orinoquía;Peces;PezOseo;Hypophthalmus sp. 1;Faisán;Eviscerado enhielado;22;
Orinoquía;Peces;PezOseo;Hypophthalmus sp. 1;Faisán;Eviscerado fresco;12;
Orinoquía;Peces;PezOseo;Hypostomus plecostomus;Corroncho;Eviscerado enhielado;2;
Orinoquía;Peces;PezOseo;Hypostomus spp.;Hypostomo;Eviscerado enhielado;1;
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Descabezado;1;
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Entero;1;
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Entero fresco;132;
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Eviscerado;52;
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Eviscerado congelado;34;
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Eviscerado enhielado;516;
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Eviscerado fresco;454;
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Seco salado;3;
Orinoquía;Peces;PezOseo;Leiarius sp. 1;Barbudo negro;Entero fresco;1;
Orinoquía;Peces;PezOseo;Leporinus agassizii;Omima;Eviscerado;4;
Orinoquía;Peces;PezOseo;Leporinus agassizii;Omima;Eviscerado enhielado;10;
Orinoquía;Peces;PezOseo;Leporinus agassizii;Omima;Eviscerado fresco;4;
Orinoquía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Entero fresco;23;
Orinoquía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Eviscerado congelado;1;
Orinoquía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Eviscerado enhielado;15;
Orinoquía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Eviscerado fresco;37;
Orinoquía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Entero fresco;3;
Orinoquía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Eviscerado;15;
Orinoquía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Eviscerado enhielado;15;
Orinoquía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Eviscerado fresco;8;
Orinoquía;Peces;PezOseo;Leporinus klausewitzi;Guaracú;Entero fresco;2;
Orinoquía;Peces;PezOseo;Leporinus klausewitzi;Guaracú;Eviscerado enhielado;1;
Orinoquía;Peces;PezOseo;Leporinus klausewitzi;Guaracú;Eviscerado fresco;4;
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Entero fresco;1;
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Eviscerado;114;
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Eviscerado congelado;7;
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Eviscerado enhielado;162;
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Eviscerado fresco;12;
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Entero fresco;13;
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Eviscerado enhielado;1;
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Eviscerado fresco;15;
Orinoquía;Peces;PezOseo;Megalonema platycephalum;Brillante;Eviscerado;1;
Orinoquía;Peces;PezOseo;Megalonema platycephalum;Brillante;Eviscerado enhielado;37;
Orinoquía;Peces;PezOseo;Megalonema platycephalum;Brillante;Eviscerado fresco;13;
Orinoquía;Peces;PezOseo;Metynnis hypsauchen;Moneda;Entero fresco;1;
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Entero enhielado;1;
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Entero fresco;44;
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Eviscerado;2;
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Eviscerado enhielado;12;
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Eviscerado fresco;63;
Orinoquía;Peces;PezOseo;Myloplus schomburgkii;Gancho azul;Entero fresco;1;
Orinoquía;Peces;PezOseo;Myloplus schomburgkii;Gancho azul;Eviscerado fresco;4;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Entero;1;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Entero congelado;1;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Entero enhielado;1;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Entero fresco;423;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Eviscerado;439;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Eviscerado congelado;52;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Eviscerado enhielado;1206;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Eviscerado fresco;1177;
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Seco salado;1;
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Entero fresco;1;
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Eviscerado congelado;2;
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Eviscerado enhielado;11;
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Eviscerado fresco;16;
Orinoquía;Peces;PezOseo;Oxydoras niger;Sierra copora;Eviscerado fresco;2;
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Entero fresco;140;
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Eviscerado;4;
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Eviscerado congelado;1;
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Eviscerado enhielado;160;
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Eviscerado fresco;218;
Orinoquía;Peces;PezOseo;Pachypops fourcroi;Burra;Entero fresco;3;
Orinoquía;Peces;PezOseo;Pachypops fourcroi;Burra;Eviscerado enhielado;2;
Orinoquía;Peces;PezOseo;Pachypops fourcroi;Burra;Eviscerado fresco;1;
Orinoquía;Peces;PezOseo;Panaque nigrolineatus;Cucha real;Eviscerado;4;
Orinoquía;Peces;PezOseo;Panaque nigrolineatus;Cucha real;Eviscerado enhielado;2;
Orinoquía;Peces;PezOseo;Panaque nigrolineatus;Cucha real;Eviscerado fresco;3;
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Entero;2;
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Entero enhielado;1;
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Entero fresco;50;
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Eviscerado;4;
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Eviscerado congelado;10;
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Eviscerado enhielado;96;
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Eviscerado fresco;76;
Orinoquía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Eviscerado enhielado;38;
Orinoquía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Eviscerado fresco;33;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Descabezado;285;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Descabezado congelado;5;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Entero;1;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Entero fresco;41;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado;491;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado congelado;181;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado enhielado;445;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Eviscerado fresco;265;
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Seco salado;2;
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Descabezado;1;
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Entero fresco;110;
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Eviscerado;175;
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Eviscerado congelado;116;
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Eviscerado enhielado;984;
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Eviscerado fresco;675;
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Seco salado;1;
Orinoquía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Eviscerado enhielado;197;
Orinoquía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Eviscerado fresco;22;
Orinoquía;Peces;PezOseo;Pimelodus albofasciatus;Cuatro líneas;Eviscerado congelado;1;
Orinoquía;Peces;PezOseo;Pimelodus albofasciatus;Cuatro líneas;Eviscerado enhielado;2;
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Entero;3;
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Entero fresco;16;
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Eviscerado;171;
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Eviscerado congelado;66;
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Eviscerado enhielado;1055;
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Eviscerado fresco;871;
Orinoquía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Eviscerado;1;
Orinoquía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Eviscerado enhielado;3;
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Entero;7;
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Entero fresco;34;
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Eviscerado;134;
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Eviscerado congelado;137;
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Eviscerado enhielado;1153;
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Eviscerado fresco;1153;
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Seco salado;16;
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Descabezado;1;
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Entero;3;
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Entero enhielado;1;
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Entero fresco;77;
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Eviscerado;79;
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Eviscerado congelado;110;
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Eviscerado enhielado;831;
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Eviscerado fresco;567;
Orinoquía;Peces;PezOseo;Platydoras hancockii;Dora marbel;Entero fresco;1;
Orinoquía;Peces;PezOseo;Platydoras hancockii;Dora marbel;Eviscerado fresco;2;
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Descabezado;2;
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Entero fresco;11;
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Eviscerado;9;
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Eviscerado congelado;49;
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Eviscerado enhielado;132;
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Eviscerado fresco;77;
Orinoquía;Peces;PezOseo;Platysilurus mucosus;Doncella;Entero;2;
Orinoquía;Peces;PezOseo;Platysilurus mucosus;Doncella;Entero fresco;1;
Orinoquía;Peces;PezOseo;Platysilurus mucosus;Doncella;Eviscerado enhielado;2;
Orinoquía;Peces;PezOseo;Platysilurus mucosus;Doncella;Eviscerado fresco;12;
Orinoquía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Eviscerado fresco;3;
Orinoquía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Entero fresco;19;
Orinoquía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Eviscerado;4;
Orinoquía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Eviscerado enhielado;38;
Orinoquía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Eviscerado fresco;28;
Orinoquía;Rayas;PezOseo;Potamotrygon schroederi;Raya guacamaya;Eviscerado fresco;2;
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Entero;3;
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Entero enhielado;2;
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Entero fresco;198;
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Eviscerado;1306;
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Eviscerado congelado;122;
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Eviscerado enhielado;1867;
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Eviscerado fresco;762;
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Seco salado;6;
Orinoquía;Peces;PezOseo;Pseudopimelodus sp. 3;Bagre sapo;Eviscerado;4;
Orinoquía;Peces;PezOseo;Pseudopimelodus sp. 4;Barriga de sapo;Eviscerado;71;
Orinoquía;Peces;PezOseo;Pseudopimelodus sp. 4;Barriga de sapo;Eviscerado congelado;15;
Orinoquía;Peces;PezOseo;Pseudopimelodus sp. 4;Barriga de sapo;Eviscerado enhielado;44;
Orinoquía;Peces;PezOseo;Pseudopimelodus sp. 4;Barriga de sapo;Eviscerado fresco;2;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Descabezado;14;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Entero;11;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Entero enhielado;1;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Entero fresco;220;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Eviscerado;168;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Eviscerado congelado;1028;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Eviscerado enhielado;2808;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Eviscerado fresco;1681;
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Seco salado;50;
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Descabezado;5;
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Entero fresco;64;
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Eviscerado;1651;
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Eviscerado congelado;1019;
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Eviscerado enhielado;4077;
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Eviscerado fresco;3676;
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Seco salado;6;
Orinoquía;Peces;PezOseo;Pseudorinelepis genibarbis;Cucha;Entero fresco;20;
Orinoquía;Peces;PezOseo;Pseudorinelepis genibarbis;Cucha;Eviscerado fresco;47;
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Entero;3;
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Entero enhielado;1;
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Entero fresco;191;
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Eviscerado;52;
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Eviscerado congelado;12;
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Eviscerado enhielado;318;
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Eviscerado fresco;473;
Orinoquía;Peces;PezOseo;Pterygoplichthys gibbiceps;Cucha mariposa;Entero fresco;77;
Orinoquía;Peces;PezOseo;Pterygoplichthys gibbiceps;Cucha mariposa;Eviscerado enhielado;1;
Orinoquía;Peces;PezOseo;Pterygoplichthys gibbiceps;Cucha mariposa;Eviscerado fresco;65;
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón;Entero fresco;1;
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón;Eviscerado;156;
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón;Eviscerado congelado;12;
