SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Juanchaco_Schedophilus haedrichi_Grande;4000;4000
Juanchaco_Euthynnus lineatus_Varios tamaños;2000;2000
Punta Bonita_Katsuwonus pelamis_Pequeño;1500;1500
Miel de Abeja_Ariopsis seemanni_Grande;3000;3000
Muelles del Camarón_Lutjanus guttatus_Revuelto;6200;13850
Muelles del Camarón_Lutjanus guttatus_Pequeño;4000;8000
Muelles del Camarón_Haemulopsis axillaris_Mediano;6000;6000
Muelles del Camarón_Larimus acclivis_Revuelto;6000;6000
San Alejandro_Prochilodus magdalenae_Grande;1200;1200
Miel de Abeja_Lutjanus guttatus_Mediano;16000;16000
Miel de Abeja_Cynoscion albus_Pequeño;12000;12000
Santa Cruz - Naya_Cynoscion phoxocephalus_Grande;12800;13000
Santa Cruz - Naya_Menticirrhus panamensis_Grande;12000;12000
Vigía_Lutjanus peru_Grande;17000;17000
Betania - Naya_Lutjanus jordani_Grande;20000;20000
Betania - Naya_Sciades dowii_Pequeño;5262,5;11000
Betania - Naya_Menticirrhus panamensis_Grande;13000;13000
Puerto Principal (Leticia)_Brycon melanopterus_Pequeño;11700;11700
Muelles del Camarón_Dosidicus gigas_Pequeño;11000;14750
Muelles del Camarón_Diapterus brevirostris_Pequeño;5625;7875
Muelle Hong Kong_Piaractus brachypomus_Revuelto;16400;18000
Mapiripán_Brachyplatystoma rousseauxii_Mediano;9000;12000
Distribuidoras de Tumaco_Sphyraena ensis_Pequeño;3450;6425
Puente Pindo_Polydactylus opercularis_Grande;10000;10000
Distribuidoras de Tumaco_Polydactylus approximans_Grande;6000;7000
Distribuidoras de Tumaco_Menticirrhus spp._Grande;7000;7000
Distribuidoras de Tumaco_Lutjanus aratus_Grande;15000;15000
Bajito Vaquería_Epinephelus analogus_Grande;13000;13000
Distribuidoras de Tumaco_Lolliguncula diomedeae_Pequeño;10000;10000
Milagros de la Mar_Cynoponticus coniceps_Extragrande;9000;9000
Chamuscado - Naya_Centropomus medius_Grande;13000;13000
La Ensenada_Caranx caballus_Revuelto;3500;3500
La Ensenada_Euprepocaranx dorsalis_Revuelto;2500;2500
Limones_Cynoscion phoxocephalus_Pequeño;3000;3000
Miramar - Bahía Málaga_Sciades dowii_Grande;7000;8000
El Puerto (Tumaco)_Penaeus occidentalis_Grande;23850;45450
El Puerto (Tumaco)_Umbrina bussingi_Grande;5500;5500
Miramar - Bahía Málaga_Bairdiella ensifera_Varios tamaños;6000;6000
Miramar - Bahía Málaga_Lutjanus colorado_Pequeño;6000;6000
Miramar - Bahía Málaga_Bagre pinnimaculatus_Grande;7000;7850
Cooperativas - Pueblo Nuevo_Lutjanus peru_Pequeño;9900;13700
Miramar - Bahía Málaga_Bagre pinnimaculatus_Varios tamaños;7000;7000
Puerto Principal (Puerto Lleras)_Pterodoras rivasi_Revuelto;4000;5850
El Puerto (Tumaco)_Auxis brachydorax_Pequeño;575;1925
El Puerto (Tumaco)_Protrachypene precipua_Revuelto;8000;15600
Puerto Principal (Leticia)_Phractocephalus hemioliopterus_Mediano;6700;6700
Distribuidoras de Tumaco_Callinectes toxotes_Varios tamaños;3000;22000
Distribuidoras de Tumaco_Protrachypene precipua_Grande;4000;4000
Distribuidoras de Tumaco_Otros menudo_Pequeño;3000;3000
Distribuidoras de Tumaco_Epinephelus quinquefasciatus_Pequeño;9000;9000
Distribuidoras de Tumaco_Notarius troschelii_Grande;6150;7850
Distribuidoras de Tumaco_Melongena patula_Grande;3000;3000
El Puerto (Tumaco)_Otros pescadilla_Mediano;5000;7700
Milagros de la Mar_Piaractus brachypomus_Grande;8000;8000
El Puerto (Tumaco)_Aluterus monoceros_Mediano;3000;3000
El Puerto (Tumaco)_Ablennes hians_Revuelto;2000;2000
Puerto (Arauquita)_Piaractus orinoquensis_Pequeño;10000;10000
Puerto (Arauquita)_Mylossoma albiscopum_Pequeño;4575;5925
Puerto Bogotá_Sorubim cuspicaudus_Revuelto;10000;14300
Milagros de la Mar_Panulirus gracilis_Pequeño;15000;15000
Muelle Seco - Pueblo Nuevo_Lutjanus novemfasciatus_Grande;12050;12950
Distribuidoras de Tumaco_Lutjanus peru_Mediano;10100;11900
El Piñal_Parapsettus panamensis_Revuelto;14050;14950
Chontal_Cynoscion albus_Grande;11000;11000
Chontal_Cynoscion squamipinnis_Grande;7000;7000
Chontal_Otros pescadilla_Grande;3500;3500
Chontal_Centropomus unionensis_Grande;7000;7000
Muelles del Camarón_Ariopsis seemanni_Pequeño;3500;3500
Muelles del Camarón_Cynoscion phoxocephalus_Pequeño;5300;7700
Muelles del Camarón_Lutjanus argentiventris_Mediano;13000;13000
Milagros de la Mar_Bagre pinnimaculatus_Grande;6000;6000
Distribuidoras de Tumaco_Caranx caninus_Grande;7000;7000
Curillo_Brachyplatystoma tigrinum_Mediano;14000;14000
Cooperativas - Pueblo Nuevo_Cynoscion phoxocephalus_Pequeño;8450;10000
San Alejandro_Kronoheros umbrifer_Mediano;1200;1200
La Isla de los Palacios_Sternopygus aequilabiatus_Revuelto;1200;1800
Río San Miguel_Mylossoma albiscopum_Grande;10000;10000
Policía fluvial (Quibdó)_Piaractus orinoquensis_Revuelto;20000;20000
Policía fluvial (Quibdó)_Piaractus orinoquensis_Grande;20000;20000
Punta Bonita_Nebris occidentalis_Revuelto;7000;7000
Punta Bonita_Xiphopenaeus riveti_Revuelto;12350;14000
El Puerto (Puerto Carreño)_Mylossoma aureum_Varios tamaños;7000;7000
Bazán_Centropomus medius_Pequeño;14000;14000
Bazán_Cynoscion phoxocephalus_Pequeño;6000;15000
Bazán_Thunnus alalunga_Varios tamaños;5000;5000
Pesqueras - Pueblo Nuevo_Cynoscion squamipinnis_Grande;16000;18000
Pesqueras - Pueblo Nuevo_Mycteroperca xenarcha_Ranfaña;5000;5000
Pesqueras - Pueblo Nuevo_Epinephelus quinquefasciatus_Ranfaña;5000;5000
Pesqueras - Pueblo Nuevo_Mugil cephalus_Grande;3500;3500
Cartagena del Chairá_Brycon amazonicus_Revuelto;20000;20000
Chamuscado - Naya_Scomberomorus sierra_Pequeño;3500;4000
Bazán La Bocana_Lolliguncula diomedeae_Revuelto;10000;10000
Betania - Naya_Cynoponticus coniceps_Mediano;3000;3000
Betania - Naya_Centropomus medius_Pequeño;8000;10000
Betania - Naya_Centropomus medius_Extragrande;13000;13000
Betania - Naya_Sphyraena ensis_Mediano;13000;13000
Betania - Naya_Hemiramphus saltator_Grande;3775;4225
Betania - Naya_Mugil cephalus_Revuelto;3000;3000
Betania - Naya_Scomberomorus sierra_Pequeño;3000;5000
Betania - Naya_Bagre pinnimaculatus_Mediano;8000;8000
Santa Cruz - Naya_Centropomus armatus_Revuelto;12000;13000
La Pedrera_Brachyplatystoma juruense_Mediano;10000;10000
Mapiripán_Brachyplatystoma filamentosum_Grande;8100;9900
Mapiripán_Zungaro zungaro_Grande;8000;9800
Puerto Principal (Leticia)_Brycon melanopterus_Mediano;14200;14200
Puerto Serviez_Colossoma macropomum_Revuelto;8000;12000
Miramar - Bahía Málaga_Cynoscion squamipinnis_Varios tamaños;8100;9900
Miramar - Bahía Málaga_Polydactylus approximans_Varios tamaños;6000;6650
Miramar - Bahía Málaga_Cynoscion albus_Pequeño;17000;17000
Miramar - Bahía Málaga_Lutjanus aratus_Grande;16000;16000
Milagros de la Mar_Lutjanus guttatus_Pequeño;8000;8000
Muelles del Camarón_Cynoscion squamipinnis_Revuelto;8350;14000
Laguna Colorada_Pseudorinelepis genibarbis_Revuelto;1500;1900
Vigía_Hyporthodus niphobles_Grande;13050;13950
Vigía_Makaira nigricans_Grande;8000;8000
Chamuscado - Naya_Nebris occidentalis_Grande;12000;12000
Bazán_Lobotes pacifica_Varios tamaños;12000;12000
Bazán_Sciades dowii_Mediano;8000;8000
Bazán_Lutjanus peru_Mediano;17000;17000
El Piñal_Diapterus brevirostris_Revuelto;14000;14000
Puerto Kenedy_Piaractus orinoquensis_Mediano;20000;20000
Timbiquí_Notarius spp._Varios tamaños;5000;5000
Santa Cruz - Naya_Larimus argenteus_Grande;8000;8000
Santa Cruz - Naya_Larimus argenteus_Mediano;3750;8000
Betania - Naya_Lobotes pacifica_Extragrande;10000;10000
Betania - Naya_Brotula clarkae_Grande;22000;22000
Milagros de la Mar_Sciades dowii_Pequeño;6000;6000
Cooperativas - Pueblo Nuevo_Lutjanus peru_Mediano;20000;25150
Cooperativas - Pueblo Nuevo_Epinephelus labriformis_Grande;17050;17950
Cooperativas - Pueblo Nuevo_Lutjanus colorado_Grande;13000;16000
Playa Nueva_Cynoponticus coniceps_Grande;2000;3275
Playa Nueva_Lutjanus colorado_Grande;17000;17000
Miel de Abeja_Cynoscion squamipinnis_Pequeño;4000;4000
Miel de Abeja_Caranx caninus_Grande;5000;5000
Punta Bonita_Notarius troschelii_Grande;9000;9000
Limones_Menticirrhus spp._Pequeño;3000;3000
Limones_Centropomus medius_Grande;12000;12000
Limones_Menticirrhus spp._Grande;12000;12000
Limones_Menticirrhus panamensis_Pequeño;3000;3000
Limones_Menticirrhus panamensis_Grande;12000;12000
La Casa del Pescador_Isopisthus remifer_Pequeño;7000;7000
Juanchaco_Cynoscion phoxocephalus_Varios tamaños;8700;15000
Pesqueras - Pueblo Nuevo_Bairdiella ensifera_Varios tamaños;6050;6950
Pesqueras - Pueblo Nuevo_Sphyraena ensis_Grande;9000;12000
Muelles del Camarón_Epinephelus quinquefasciatus_Extragrande;12000;12000
Muelles del Camarón_Anadara spp._Revuelto;33250;35000
Muelles del Camarón_Protrachypene precipua_Revuelto;4000;4000
Muelle La Samaritana_Hoplopagrus guentherii_Grande;12000;12200
Muelle La Samaritana_Lutjanus peru_Grande;12000;12000
Muelle Las Flores_Hoplopagrus guentherii_Grande;13000;13000
Muelle La Samaritana_Lutjanus aratus_Grande;12000;12000
El Puerto (Tumaco)_Centropomus unionensis_Grande;13000;13000
El Puerto (Tumaco)_Schedophilus haedrichi_Grande;9050;9950
El Puerto (Tumaco)_Hyporthodus niphobles_Mediano;9000;9000
Río San Miguel_Brachyplatystoma tigrinum_Grande;14000;15450
El Puerto (Tumaco)_Epinephelus quinquefasciatus_Pequeño;3700;12700
Puerto Víctor Peña_Triportheus magdalenae_Revuelto;3240;3960
Bazán La Bocana_Cynoscion phoxocephalus_Pequeño;9000;9700
El Puerto (Tumaco)_Selene peruviana_Mediano;3000;3000
La Ensenada_Trachinotus kennedyi_Revuelto;2500;2500
La Ensenada_Menticirrhus panamensis_Revuelto;3500;3500
La Ensenada_Centropomus armatus_Revuelto;3500;3500
La Ensenada_Eucinostomus currani_Revuelto;2500;2500
Quiroga_Menticirrhus panamensis_Pequeño;3000;3000
Bajito Vaquería_Otros pescadilla_Grande;5000;5000
La Pedrera_Myloplus asterias_Pequeño;10000;10000
La Tagua_Brycon amazonicus_Grande;14100;15000
La Ensenada_Cynoscion squamipinnis_Revuelto;3500;3500
Puerto Principal (Leticia)_Arapaima gigas_Mediano;13400;20000
Puerto Principal (Leticia)_Sorubimichthys planiceps_Grande;8675;15425
San Antonio de Padua_Ctenolucius beani_Grande;2000;2000
Puerto de las Canoas (Puerto Berrío)_Pseudopimelodus magnus_Revuelto;2500;11500
Buchadó_Pimelodus punctatus_Pequeño;2000;2000
Puente Pindo_Caranx caninus_Pescado menudo;3000;3000
Puente Pindo_Synodus scituliceps_Mediano;3100;5800
Juanchaco_Scomberomorus sierra_Mediano;12000;12000
Juanchaco_Sciades dowii_Pequeño;6000;6000
Puerto Principal (Leticia)_Brachyplatystoma platynemum_Mediano;8900;12600
El Piñal_Oligoplites refulgens_Revuelto;10000;10000
El Piñal_Polydactylus approximans_Revuelto;14000;14000
Puerto (Orocué)_Pimelodina flavipinnis_Revuelto;10000;10000
Distribuidoras de Tumaco_Paralonchurus dumerilii_Grande;7000;7000
Muelle Principal (Puerto Leguízamo)_Phractocephalus hemioliopterus_Grande;6000;6000
Muelle Principal (Puerto Leguízamo)_Leporinus fasciatus_Revuelto;9100;10000
Chontal_Centropomus armatus_Grande;7000;7000
La Casa del Pescador_Polydactylus opercularis_Pequeño;5600;7000
Comercializadores independientes (Guapi)_Hyporthodus acanthistius_Revuelto;12000;12000
Río San Miguel_Brachyplatystoma platynemum_Grande;15000;15000
Río San Miguel_Hemisorubim platyrhynchos_Grande;15000;15000
Distribuidoras de Tumaco_Larimus argenteus_Grande;6000;7700
Puerto de desembarco (Barrancominas)_Hemisorubim platyrhynchos_Revuelto;4000;4000
Chamuscado - Naya_Lutjanus peru_Grande;13000;13000
Chamuscado - Naya_Lutjanus guttatus_Mediano;13000;13000
Pesqueras - Pueblo Nuevo_Caranx sexfasciatus_Pequeño;3050;3950
Paujil_Pinirampus pirinampu_Revuelto;3725;6800
Pesqueras - Pueblo Nuevo_Lutjanus peru_Mediano;14400;18900
Pesqueras - Pueblo Nuevo_Lutjanus peru_Ranfaña;6000;6000
Pesqueras - Pueblo Nuevo_Seriola lalandi_Grande;7150;10000
Pesqueras - Pueblo Nuevo_Centropomus viridis_Ranfaña;6000;6000
Policía fluvial (Quibdó)_Piaractus orinoquensis_Mediano;20000;20000
Tagachí_Piaractus orinoquensis_Mediano;16000;16000
La Pedrera_Leporinus friderici_Pequeño;10000;10000
Policía fluvial (Quibdó)_Caquetaia kraussii_Grande;8000;8000
Betania - Naya_Centropomus viridis_Mediano;15750;19500
Distribuidoras de Tumaco_Macrodon mordax_Pequeño;8000;9600
Distribuidoras de Tumaco_Oligoplites altus_Grande;7000;7000
Distribuidoras de Tumaco_Xenichthys xanti_Grande;3000;3000
Distribuidoras de Tumaco_Haemulopsis axillaris_Grande;6000;7000
Puerto Principal (Leticia)_Triportheus angulatus_Mediano;7670;8570
El Piñal_Notarius troschelii_Revuelto;6000;8000
Betania - Naya_Epinephelus quinquefasciatus_Extragrande;10000;10000
El Piñal_Caranx caballus_Revuelto;13000;14000
Puerto Cabuyaro_Semaprochilodus laticeps_Revuelto;10000;11800
Río San Miguel_Aguarunichthys inpai_Revuelto;15000;15000
Muelle La Esmeralda_Ageneiosus inermis_Revuelto;14000;14000
San Alejandro_Caquetaia kraussii_Mediano;1400;1400
Distribuidoras de Tumaco_Dosidicus gigas_Grande;8000;8000
Buchadó_Sternopygus aequilabiatus_Grande;2000;2000
Buchadó_Megaleporinus muyscorum_Grande;5000;5000
Puente Pindo_Scomber japonicus_Mediano;4500;4500
Puente Pindo_Caranx caballus_Extragrande;12050;12950
Puente Pindo_Centropomus medius_Pequeño;5150;6850
Puente Pindo_Ariopsis seemanni_Pequeño;3050;3950
Puerto de desembarco (Mitú)_Laemolyta taeniata_Mediano;20000;20000
El Piñal_Lutjanus guttatus_Pequeño;23000;23000
El Piñal_Selene peruviana_Revuelto;10000;10000
Muelle Principal (Puerto Leguízamo)_Brachyplatystoma rousseauxii_Grande;17000;17000
Cooperativas - Pueblo Nuevo_Cynoscion squamipinnis_Pequeño;9000;9000
Cooperativas - Pueblo Nuevo_Centropomus medius_Pequeño;6675;8000
Puerto Principal (Leticia)_Zungaro zungaro_Grande;12385;13915
El Puerto (Tumaco)_Epinephelus quinquefasciatus_Mediano;9200;11900
Miel de Abeja_Cynoscion phoxocephalus_Grande;12000;12000
Punta Bonita_Lutjanus jordani_Pequeño;11000;11000
Punta Bonita_Larimus argenteus_Pequeño;7000;7000
Punta Bonita_Genyatremus pacifici_Pequeño;7000;7000
Punta Bonita_Opisthonema spp._Revuelto;1500;1500
Santa Cruz - Naya_Caranx caninus_Mediano;6000;6000
Betania - Naya_Cynoscion phoxocephalus_Revuelto;10400;12800
Galería (Guapi)_Sciades dowii_Grande;7000;7000
Playa Nueva_Epinephelus quinquefasciatus_Grande;8050;8950
Betania - Naya_Diapterus brevirostris_Grande;4250;4250
Galería (Guapi)_Dosidicus gigas_Revuelto;25000;25000
Tagachí_Hoplias malabaricus_Grande;12000;12000
Tagachí_Mesoheros atromaculatus_Pequeño;1200;1200
Vigía_Seriola peruana_Grande;6000;6000
Vigía_Scomberomorus sierra_Pescado menudo;5000;5000
Quiroga_Menticirrhus spp._Pequeño;3000;3000
Quiroga_Chaetodipterus zonatus_Pequeño;3000;3000
Quiroga_Bagre pinnimaculatus_Grande;3500;3500
Limones_Cynoscion phoxocephalus_Mediano;8000;8000
Juanchaco_Lutjanus peru_Pequeño;6000;15000
Puerto Bogotá_Salminus affinis_Revuelto;9610;14125
El Puerto (Puerto Carreño)_Pterygoplichthys gibbiceps_Varios tamaños;3000;5000
El Puerto (Puerto Carreño)_Acestrorhynchus microlepis_Varios tamaños;5000;5000
La Pedrera_Osteoglossum bicirrhosum_Mediano;10000;10000
El Puerto (Tumaco)_Lutjanus peru_Mediano;8000;12500
Pesqueras - Pueblo Nuevo_Larimus argenteus_Varios tamaños;6050;6950
El Puerto (Tumaco)_Xiphias gladius_Grande;10000;10000
Pesqueras - Pueblo Nuevo_Lutjanus jordani_Pequeño;7000;7000
Puerto Cabuyaro_Pseudoplatystoma orinocoense_Grande;15000;15000
Puerto Cabuyaro_Pseudoplatystoma metaense_Grande;15000;15000
San Alejandro_Brycon moorei_Grande;20000;20000
Bazán_Lobotes pacifica_Mediano;12000;12000
Bazán_Lutjanus jordani_Mediano;14000;14000
La Casa del Pescador_Seriola peruana_Pequeño;7000;7900
Bazán_Bagre pinnimaculatus_Pequeño;7000;8000
La Casa del Pescador_Paralonchurus dumerilii_Grande;7000;7000
Paujil_Pterodoras rivasi_Revuelto;3710;6700
Cooperativas - Pueblo Nuevo_Menticirrhus nasus_Revuelto;10000;10000
Miramar - Bahía Málaga_Lutjanus novemfasciatus_Grande;16000;16000
Puerto Principal (Leticia)_Arapaima gigas_Pequeño;13000;13000
Puerto principal (San Vicente del Caguán)_Brachyplatystoma rousseauxii_Revuelto;18000;19800
Río San Miguel_Brachyplatystoma platynemum_Revuelto;14000;14000
Cooperativas - Pueblo Nuevo_Macrodon mordax_Revuelto;8050;8950
Pesqueras - Pueblo Nuevo_Centropomus medius_Pequeño;9000;10000
Pesqueras - Pueblo Nuevo_Caranx caninus_Pequeño;7000;7500
La Casa del Pescador_Sphyraena ensis_Revuelto;10500;10500
Paujil_Trachycorystes trachycorystes_Revuelto;3630;6270
Puente Pindo_Isopisthus remifer_Pescado menudo;3000;3900
Buchadó_Kronoheros umbrifer_Grande;1915;2000
Puerto Wilches_Pimelodus grosskopfii_Revuelto;8000;8000
La Casa del Pescador_Penaeus occidentalis_Pequeño;25000;25000
Miramar - Bahía Málaga_Lutjanus novemfasciatus_Platero (para pargos);17000;17000
Puerto principal (San Vicente del Caguán)_Pseudoplatystoma tigrinum_Grande;18000;18000
Betania - Naya_Bagre panamensis_Revuelto;3750;4250
Betania - Naya_Scomberomorus sierra_Grande;7450;10000
Betania - Naya_Centropomus medius_Revuelto;10700;12000
Betania - Naya_Achirus klunzingeri_Grande;9000;9000
Betania - Naya_Istiophorus platypterus_Grande;7000;7000
Betania - Naya_Hyporthodus acanthistius_Grande;12000;12000
Milagros de la Mar_Lobotes pacifica_Pequeño;7000;7000
Muelle Principal (Puerto Leguízamo)_Hydrolycus armatus_Revuelto;8000;8000
La Tagua_Pseudoplatystoma tigrinum_Mediano;13000;14000
La Tagua_Leiarius marmoratus_Pequeño;8000;11100
Chamuscado - Naya_Penaeus occidentalis_Mediano;35000;35000
Marriaga_Ageneiosus pardalis_Grande;12000;12000
La Casa del Pescador_Panulirus gracilis_Pequeño;20000;20000
Bazán La Bocana_Epinephelus quinquefasciatus_Grande;8000;8000
San Alejandro_Megaleporinus muyscorum_Mediano;1250;1400
San Alejandro_Ageneiosus pardalis_Mediano;20000;20000
Policía fluvial (Quibdó)_Ctenolucius beani_Revuelto;6000;6000
Policía fluvial (Quibdó)_Hypostomus wilsoni_Revuelto;6000;6000
Policía fluvial (Quibdó)_Pseudocurimata lineopunctata_Revuelto;5000;5000
Juanchaco_Centropomus armatus_Pequeño;8000;8000
Juanchaco_Hyporthodus niphobles_Mediano;7000;7000
Santa Cruz - Naya_Bairdiella ensifera_Grande;3000;3000
Santa Cruz - Naya_Bairdiella ensifera_Revuelto;3000;3000
Puerto Víctor Peña_Colossoma macropomum_Revuelto;4100;5900
Muelles del Camarón_Scomberomorus sierra_Pescado menudo;2500;2500
Pesqueras - Pueblo Nuevo_Lutjanus aratus_Grande;10000;10000
La Pedrera_Brycon amazonicus_Mediano;10000;10000
Mapiripán_Brachyplatystoma filamentosum_Mediano;7000;7000
Muelle La Esmeralda_Pinirampus pirinampu_Revuelto;15050;15950
Punta Bonita_Lutjanus colorado_Grande;14100;15000
Punta Bonita_Lutjanus argentiventris_Grande;14000;14000
Buchadó_Colossoma macropomum_Grande;6000;6000
Puerto Principal (Leticia)_Plagioscion squamosissimus_Pequeño;10860;11940
Muelle Las Flores_Lutjanus aratus_Grande;13000;13000
Casco Urbano (Arauca)_Calophysus macropterus_Grande;5000;5000
Muelle La Samaritana_Epinephelus quinquefasciatus_Pequeño;6000;6000
El Puerto (Tumaco)_Penaeus occidentalis_Mediano;18000;27800
Puerto Barrio El Progreso_Isorineloricaria tenuicauda_Revuelto;5000;5900
Pesqueras - Pueblo Nuevo_Caranx sexfasciatus_Mediano;4000;4000
Pesqueras - Pueblo Nuevo_Caranx sexfasciatus_Pescado especial;7000;7000
El Puerto (Tumaco)_Cynoscion albus_Pequeño;6600;16000
San Alejandro_Dasyloricaria latuira_Revuelto;500;500
Muelles del Camarón_Lobotes pacifica_Revuelto;10000;10000
Muelles del Camarón_Notarius troschelii_Grande;2000;2000
La Tagua_Brycon falcatus_Pequeño;10000;10000
Marriaga_Sciades proops_Pequeño;4000;4000
Puente Pindo_Lutjanus guttatus_Pescado menudo;3000;3000
Puente Pindo_Lutjanus aratus_Mediano;22000;22000
Puente Pindo_Penaeus occidentalis_Langostino;19100;38900
Puerto Kenedy_Hypostomus wilsoni_Revuelto;6000;6000
La Pedrera_Pseudoplatystoma tigrinum_Mediano;10000;10000
San José de la Calle_Caquetaia kraussii_Revuelto;6000;6000
Puerto Principal (Leticia)_Cichla monoculus_Mediano;12165;15135
Puerto Principal (Leticia)_Pinirampus pirinampu_Grande;10475;13625
Puente Pindo_Macrodon mordax_Pequeño;6000;8000
Cooperativas - Pueblo Nuevo_Thunnus albacares_Mediano;7000;7000
Punta Bonita_Coryphaena hippurus_Pequeño;6000;6000
Puerto Serviez_Oreochromis niloticus_Revuelto;4000;5600
