SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Puerto (Arauquita)_Hydrolycus armatus_Revuelto;4250;7000
San Antonio de Padua_Brycon moorei_Pequeño;10000;10000
San Antonio de Padua_Dasyloricaria latuira_Grande;1940;2000
Tagachí_Prochilodus magdalenae_Grande;1200;1600
Muelle Hong Kong_Leporinus sp._Revuelto;6000;6000
Muelle Hong Kong_Brycon hilarii_Revuelto;15000;15000
Chontal_Lutjanus peru_Mediano;12000;12000
Chontal_Mugil cephalus_Revuelto;3000;3000
Puerto de desembarco (Mitú)_Cyphocharax sp._Pequeño;12000;12000
Galería (Guapi)_Centropomus armatus_Pequeño;5000;5000
La Casa del Pescador_Thunnus albacares_Grande;7000;8775
La Casa del Pescador_Centropomus armatus_Pequeño;9700;10300
La Punta - Firme Cifuentes_Centropomus viridis_Grande;15250;19750
La Punta - Firme Cifuentes_Cyclopsetta querna_Grande;3000;3000
Limones_Larimus effulgens_Pequeño;3000;3000
Limones_Paralonchurus dumerilii_Pequeño;3000;3000
Limones_Chaetodipterus zonatus_Pequeño;3000;3000
Puerto Wilches_Piaractus brachypomus_Revuelto;6000;9250
Vigía_Lutjanus peru_Platero (para pargos);24150;25850
Vigía_Brotula clarkae_Grande;22000;22000
Vigía_Cynoscion albus_Grande;22000;24000
La Ensenada_Anadara tuberculosa_Grande;4175;12005
La Ensenada_Centropomus medius_Revuelto;4075;14425
La Ensenada_Lutjanus argentiventris_Revuelto;15000;15000
La Ensenada_Sciades dowii_Mediano;7000;7000
Amarales_Bagre pinnimaculatus_Mediano;5000;5000
Milagros de la Mar_Hyporthodus acanthistius_Pequeño;10000;10000
Milagros de la Mar_Cynoscion phoxocephalus_Mediano;10100;11900
Punta Bonita_Cyclopsetta querna_Revuelto;5100;6900
Punta Bonita_Genyatremus pacifici_Grande;6000;7000
Punta Bonita_Otros pescadilla_Grande;7000;7000
Punta Bonita_Lutjanus peru_Mediano;13250;17750
Punta Bonita_Caranx caninus_Grande;7000;7600
Punta Bonita_Parapsettus panamensis_Revuelto;7000;7000
Punta Bonita_Bagre pinnimaculatus_Revuelto;7400;9300
Puerto Arango_Brachyplatystoma platynemum_Revuelto;20000;20000
Muelle La Samaritana_Epinephelus analogus_Grande;11000;11000
Bazán La Bocana_Cynoscion albus_Pequeño;16000;16000
Bazán La Bocana_Caranx caninus_Pequeño;8000;8000
Puerto Cabuyaro_Pygocentrus cariba_Revuelto;6000;8000
Puerto Víctor Peña_Plagioscion magdalenae_Revuelto;6000;6400
Marriaga_Kronoheros umbrifer_Mediano;3000;3000
Marriaga_Megalops atlanticus_Mediano;10000;10000
La Tagua_Zungaro zungaro_Mediano;13300;14500
Puerto César Augusto_Curimata mivartii_Revuelto;2000;2000
Distribuidoras de Tumaco_Epinephelus analogus_Pequeño;7100;8900
Distribuidoras de Tumaco_Centropomus armatus_Grande;12000;14000
Santa Cruz - Naya_Bagre pinnimaculatus_Grande;6000;8000
Santa Cruz - Naya_Centropomus medius_Grande;12000;13000
Santa Cruz - Naya_Lutjanus peru_Mediano;12000;13000
Santa Cruz - Naya_Genyatremus pacifici_Mediano;3500;12500
Santa Cruz - Naya_Ariopsis seemanni_Pequeño;3000;3000
Puerto Kenedy_Caquetaia kraussii_Revuelto;8000;8000
Puerto Serviez_Pimelodus grosskopfii_Grande;12000;20000
Betania - Naya_Ariopsis seemanni_Mediano;3800;7175
Betania - Naya_Centropomus viridis_Extragrande;8000;8000
Betania - Naya_Lobotes pacifica_Grande;7000;10000
Betania - Naya_Centropomus viridis_Grande;10100;18000
Plaza de mercado (La Dorada)_Ichthyoelephas longirostris_Revuelto;13060;21220
Muelle La Samaritana_Sciades dowii_Grande;5000;5000
Muelle La Samaritana_Caranx caballus_Grande;10000;10000
Muelle La Samaritana_Stellifer scierus_Grande;8000;8000
Muelle La Samaritana_Lutjanus jordani_Grande;12000;12000
Muelle La Samaritana_Diapterus brevirostris_Grande;10000;10000
Muelle La Samaritana_Rhencus macracanthus_Grande;8000;9700
Muelle La Samaritana_Ariopsis seemanni_Grande;5000;5000
La Gloria_Curimata mivartii_Revuelto;1600;2600
Puerto Serviez_Sorubim cuspicaudus_Pequeño;9020;14000
La Gloria_Oreochromis niloticus_Grande;4800;6800
La Gloria_Oreochromis niloticus_Revuelto;4860;5940
Playa Nueva_Notarius troschelii_Grande;4000;6000
Muelle Seco - Pueblo Nuevo_Caranx caninus_Grande;5250;6000
Puerto de desembarco (Barrancominas)_Pachypops fourcroi_Revuelto;3200;5600
Puerto de desembarco (Barrancominas)_Mylossoma albiscopum_Revuelto;3000;4700
Muelle Seco - Pueblo Nuevo_Brotula clarkae_Grande;15000;17000
Policía fluvial (Quibdó)_Hoplias malabaricus_Grande;7000;7000
Policía fluvial (Quibdó)_Caquetaia kraussii_Mediano;8000;8000
Puente Pindo_Selar crumenophthalmus_Mediano;4000;4500
Puente Pindo_Larimus acclivis_Grande;9800;12000
Puente Pindo_Ablennes hians_Extragrande;4025;4475
Puente Pindo_Menticirrhus nasus_Mediano;8000;8000
Puente Pindo_Notarius troschelii_Mediano;5000;6850
Puente Pindo_Sciades dowii_Mediano;5000;5000
Puente Pindo_Caranx caninus_Extragrande;13000;18950
Puerto del Pescado (San José Del Guaviare)_Semaprochilodus laticeps_Grande;8000;9600
Bodegas (Leticia)_Sorubim lima_Pequeño;12000;12000
Puerto Boyacá_Curimata mivartii_Revuelto;8000;12000
Puerto principal (San Vicente del Caguán)_Zungaro zungaro_Grande;18000;18000
Puerto (Orocué)_Brachyplatystoma filamentosum_Revuelto;10900;14000
Plaza de mercado (La Dorada)_Panaque cochliodon_Revuelto;4720;10570
Puerto Serviez_Salminus affinis_Revuelto;6000;15350
Milagros de la Mar_Oligoplites altus_Revuelto;2500;2500
Buchadó_Ageneiosus pardalis_Revuelto;5980;6000
Buchadó_Ageneiosus pardalis_Grande;6000;6000
Buchadó_Pseudopimelodus sp. 1_Revuelto;6000;6000
Buchadó_Pimelodus punctatus_Revuelto;1770;2100
Muelle Principal (Puerto Leguízamo)_Rhaphiodon vulpinus_Revuelto;6000;6000
Chamuscado - Naya_Lutjanus novemfasciatus_Grande;13000;13000
Chamuscado - Naya_Ariopsis seemanni_Mediano;3500;3950
San José de la Calle_Brycon moorei_Mediano;14000;14000
San José de la Calle_Rhamdia guatemalensis_Mediano;7000;7000
Policía fluvial (Quibdó)_Kronoheros umbrifer_Revuelto;8000;8000
Policía fluvial (Quibdó)_Pseudocurimata lineopunctata_Mediano;5000;5000
Policía fluvial (Quibdó)_Cynopotamus atratoensis_Pequeño;6000;6000
Policía fluvial (Quibdó)_Crossoloricaria variegata_Revuelto;6000;6000
Cartagena del Chairá_Brachyplatystoma tigrinum_Revuelto;18000;18000
Puerto de desembarco (Barrancominas)_Sorubimichthys planiceps_Revuelto;3000;6000
Muelle Principal (Puerto Leguízamo)_Schizodon fasciatus_Revuelto;9000;12000
Muelle Seco - Pueblo Nuevo_Macrodon mordax_Grande;15000;16000
Muelle Seco - Pueblo Nuevo_Polydactylus approximans_Grande;8000;8000
Muelle Seco - Pueblo Nuevo_Elops affinis_Grande;8000;9000
Puerto Principal (Leticia)_Hypostomus niceforoi_Grande;5730;13290
Puerto Principal (Leticia)_Hoplosternum littorale_Pequeño;5300;8225
Puerto Principal (Leticia)_Pseudoplatystoma tigrinum_Grande;10290;11910
Casco Urbano (Arauca)_Cephalosilurus apurensis_Revuelto;1500;2000
Puerto de desembarco (Barrancominas)_Pseudoplatystoma metaense_Revuelto;3200;6000
Bodegas (Leticia)_Phractocephalus hemioliopterus_Pequeño;13000;13000
Las Balsas_Piaractus orinoquensis_Revuelto;16000;20000
Bodegas (Leticia)_Phractocephalus hemioliopterus_Mediano;13000;13000
Pesqueras - Pueblo Nuevo_Epinephelus analogus_Grande;13000;14000
Pesqueras - Pueblo Nuevo_Hoplopagrus guentherii_Grande;6000;12000
Pesqueras - Pueblo Nuevo_Caranx sexfasciatus_Grande;4000;4000
Pesqueras - Pueblo Nuevo_Caranx caballus_Grande;4500;4500
Pesqueras - Pueblo Nuevo_Caranx caballus_Pequeño;3000;3000
Pesqueras - Pueblo Nuevo_Achirus klunzingeri_Revuelto;5075;6425
Muelles del Camarón_Larimus argenteus_Revuelto;5650;8000
Muelles del Camarón_Polydactylus approximans_Revuelto;4350;7650
Muelles del Camarón_Polydactylus opercularis_Revuelto;7000;7000
Muelles del Camarón_Chaetodipterus zonatus_Revuelto;7050;7950
Muelles del Camarón_Macrodon mordax_Revuelto;6575;7850
Muelles del Camarón_Isopisthus remifer_Revuelto;2600;6925
Muelles del Camarón_Bagre panamensis_Revuelto;2050;2950
Muelles del Camarón_Sciades dowii_Revuelto;8300;11000
Muelles del Camarón_Cynoscion albus_Extragrande;24000;24000
Muelles del Camarón_Lolliguncula diomedeae_Grande;4500;4500
Muelles del Camarón_Caranx caninus_Revuelto;5250;7925
Puerto Principal (Leticia)_Sorubim lima_Mediano;6850;11175
Soledad Pueblito_Scomberomorus sierra_Revuelto;12000;12000
Soledad Pueblito_Sciades dowii_Revuelto;8000;8000
Santuario_Salminus hilarii_Revuelto;20000;20000
Puerto de desembarco (Barrancominas)_Hydrolycus armatus_Revuelto;6000;6000
Puente Pindo_Synodus scituliceps_Grande;3000;3000
Puente Pindo_Alectis ciliaris_Extragrande;9200;12800
Bazán_Bagre pinnimaculatus_Mediano;7000;7000
Cooperativas - Pueblo Nuevo_Lutjanus argentiventris_Revuelto;8000;13600
Timbiquí_Hemiramphus saltator_Varios tamaños;4000;4000
Puerto Cabuyaro_Pimelodina flavipinnis_Revuelto;7900;10000
Puerto Cabuyaro_Brachyplatystoma juruense_Revuelto;16000;20000
El Muelle (Barrancabermeja)_Dasyloricaria filamentosa_Revuelto;6000;6000
El Muelle (Barrancabermeja)_Oreochromis niloticus_Revuelto;6100;10000
Puerto Bogotá_Brycon moorei_Revuelto;11140;14720
El Muelle (Barrancabermeja)_Pterygoplichthys undecimalis_Revuelto;5550;7000
Galería (Guapi)_Paraselene orstedii_Revuelto;5000;5000
Policía fluvial (Quibdó)_Ageneiosus pardalis_Pequeño;13000;15000
Puente Pindo_Bagre panamensis_Pescado menudo;3000;3000
Puente Pindo_Macrodon mordax_Mediano;8000;8600
Puente Pindo_Macrodon mordax_Grande;14000;16000
Puente Pindo_Tylosurus fodiator_Extragrande;4000;4500
Puente Pindo_Tylosurus fodiator_Mediano;3000;3500
Miel de Abeja_Pristigenys serrula_Grande;3000;3000
Galería (Guapi)_Melongena patula_Revuelto;25000;25000
San Antonio de Padua_Ageneiosus pardalis_Mediano;10000;10000
Honda_Pseudopimelodus magnus_Revuelto;9000;11300
El Puerto (Puerto Carreño)_Semaprochilodus laticeps_Pequeño;3150;5850
Tagachí_Hoplias malabaricus_Revuelto;12000;12000
Tagachí_Hypostomus hondae_Revuelto;1200;1200
Tagachí_Hypostomus wilsoni_Revuelto;1200;1200
Tagachí_Prochilodus magdalenae_Revuelto;1200;2000
Tagachí_Megaleporinus muyscorum_Revuelto;1200;1600
Tagachí_Brycon oligolepis_Pequeño;12000;15400
Pesqueras - Pueblo Nuevo_Diapterus brevirostris_Varios tamaños;5825;7000
Tagachí_Mesoheros atromaculatus_Mediano;1200;1200
Tagachí_Brycon moorei_Mediano;16000;16000
El Puerto (Tumaco)_Sphyraena idiastes_Grande;7290;18000
La Tagua_Platynematichthys notatus_Mediano;12000;13800
Puerto de desembarco (Mitú)_Brachyplatystoma capapretum_Mediano;20000;20000
La Casa del Pescador_Seriola rivoliana_Grande;16100;17900
Marriaga_Prochilodus magdalenae_Grande;8000;8000
Puerto Cabuyaro_Brachyplatystoma rousseauxii_Revuelto;17050;17950
Puerto de las Canoas (Puerto Berrío)_Pangasianodon hypophthalmus_Revuelto;10000;18000
Puerto del Pescado (San José Del Guaviare)_Prochilodus mariae_Pequeño;4000;4000
Puerto del Pescado (San José Del Guaviare)_Pellona castelnaeana_Pequeño;4000;4000
Bazán_Lutjanus argentiventris_Mediano;15300;18000
San Miguel (Puerto Gaitán)_Pellona flavipinnis_Revuelto;4000;4000
Bazán_Cynoscion phoxocephalus_Mediano;15000;15000
Bazán_Centropomus armatus_Mediano;15000;15000
Puente Pindo_Lobotes pacifica_Extragrande;9300;14700
Puente Pindo_Isopisthus remifer_Pequeño;6000;6000
Puente Pindo_Aluterus monoceros_Grande;4000;4000
Puente Pindo_Sciades dowii_Extragrande;7000;9000
Malecón (Puerto Gaitán)_Sorubimichthys planiceps_Revuelto;14000;14000
La Punta - Firme Cifuentes_Selene peruviana_Grande;5000;5000
El Puerto (Tumaco)_Centropomus armatus_Pequeño;3300;8700
El Puerto (Tumaco)_Centropomus medius_Mediano;7700;11600
El Puerto (Tumaco)_Cynoscion phoxocephalus_Pequeño;5400;11700
Clarinetero_Astronotus mikoljii_Varios tamaños;2500;2900
Clarinetero_Caquetaia kraussii_Varios tamaños;2500;2500
Punta Bonita_Aluterus monoceros_Mediano;8000;8000
Punta Bonita_Lutjanus guttatus_Revuelto;13300;20800
Punta Bonita_Caranx vinctus_Revuelto;7000;7000
Punta Bonita_Oligoplites refulgens_Revuelto;5000;6000
Punta Bonita_Epinephelus quinquefasciatus_Mediano;18000;22000
Punta Bonita_Sphyraena ensis_Revuelto;7000;7500
Puerto de desembarco (Barrancominas)_Curimata cerasina_Revuelto;3050;3950
Las Balsas_Megaleporinus sp. 1_Revuelto;8000;8000
Puerto Principal (Leticia)_Pimelodus blochii_Mediano;8800;12250
Casco Urbano (Arauca)_Curimata cerasina_Revuelto;5000;5000
Pesqueras - Pueblo Nuevo_Centropomus viridis_Varios tamaños;25000;25000
Milagros de la Mar_Larimus argenteus_Revuelto;5000;6000
Casco Urbano (Arauca)_Piaractus orinoquensis_Grande;10000;12000
Puerto Kenedy_Notarius bonillai_Grande;10000;10000
La Tagua_Brycon amazonicus_Mediano;12000;14000
La Casa del Pescador_Cynoscion squamipinnis_Pequeño;10000;11000
Puerto principal (San Vicente del Caguán)_Pimelodus blochii_Revuelto;10000;10000
Betania - Naya_Bagre pinnimaculatus_Extragrande;8000;8000
El Puerto (Puerto Carreño)_Oxydoras sifontesi_Grande;2050;2950
Juanchaco_Lutjanus argentiventris_Mediano;10400;16700
Puerto Barrio El Progreso_Panaque cochliodon_Revuelto;6000;7700
Río San Miguel_Salminus hilarii_Grande;14000;15700
Puerto principal (San Vicente del Caguán)_Brachyplatystoma juruense_Revuelto;16000;18400
El Muelle (Puerto López)_Piaractus orinoquensis_Revuelto;14000;18000
Casco Urbano (Arauca)_Piaractus orinoquensis_Revuelto;9500;11500
El Puerto (Puerto Carreño)_Piaractus orinoquensis_Grande;7025;12950
Muelle La Samaritana_Anadara similis_Varios tamaños;10000;10000
Santa Cruz - Naya_Lutjanus argentiventris_Mediano;12000;12850
Santa Cruz - Naya_Lobotes pacifica_Mediano;6000;6000
El Muelle (Barrancabermeja)_Pseudopimelodus magnus_Revuelto;6000;6000
Juanchaco_Selene peruviana_Pequeño;3000;3000
Policía fluvial (Quibdó)_Colossoma macropomum_Revuelto;20000;20000
Puerto del Pescado (San José Del Guaviare)_Colossoma macropomum_Grande;15050;15950
Cooperativas - Pueblo Nuevo_Selene peruviana_Revuelto;4000;4875
El Puerto (Puerto Carreño)_Brachyplatystoma juruense_Grande;8350;12650
La Plata - Bahía Málaga_Cathorops fuerthii_Varios tamaños;3000;3000
Milagros de la Mar_Centropomus viridis_Grande;18000;18000
Milagros de la Mar_Selar crumenophthalmus_Revuelto;2175;4000
Milagros de la Mar_Tylosurus fodiator_Revuelto;2500;2500
La Tagua_Ageneiosus inermis_Mediano;12000;12000
La Tagua_Phractocephalus hemioliopterus_Mediano;10000;10000
La Casa del Pescador_Aluterus monoceros_Grande;8000;8000
Bazán La Bocana_Macrodon mordax_Grande;10000;12000
Bazán La Bocana_Epinephelus quinquefasciatus_Pequeño;16000;16000
Bazán La Bocana_Notarius troschelii_Pequeño;3000;4000
El Puerto (Tumaco)_Lobotes pacifica_Mediano;4000;12000
El Puerto (Tumaco)_Sphyraena ensis_Pequeño;6100;11500
El Puerto (Tumaco)_Otros pescadilla_Pequeño;6000;6000
El Puerto (Tumaco)_Oligoplites altus_Grande;2000;2000
El Puerto (Tumaco)_Selene peruviana_Grande;5500;7600
El Puerto (Tumaco)_Bagre panamensis_Mediano;5150;7850
El Puerto (Tumaco)_Centropomus armatus_Mediano;6200;12000
Laguna Colorada_Brachyplatystoma vaillantii_Revuelto;5000;5000
Laguna Colorada_Pinirampus pirinampu_Revuelto;5000;5000
Tagachí_Caquetaia kraussii_Revuelto;1200;1200
Puerto (Arauquita)_Leiarius marmoratus_Revuelto;13000;13000
Puerto (Arauquita)_Pimelodus blochii_Revuelto;4000;4000
Clarinetero_Piaractus orinoquensis_Grande;9900;12000
Muelle Principal (Puerto Leguízamo)_Pellona flavipinnis_Revuelto;9000;9000
Muelle Principal (Puerto Leguízamo)_Cichla monoculus_Revuelto;8000;10000
Miramar - Bahía Málaga_Lutjanus colorado_Varios tamaños;14000;14000
Distribuidoras de Tumaco_Diapterus brevirostris_Grande;5000;6750
Distribuidoras de Tumaco_Euthynnus lineatus_Grande;3000;5200
Policía fluvial (Quibdó)_Pimelodus sp. 2_Revuelto;14000;14000
Muelles del Camarón_Selene peruviana_Revuelto;4100;5900
La Casa del Pescador_Tylosurus pacificus_Grande;2050;2950
Cooperativas - Pueblo Nuevo_Coryphaena hippurus_Pequeño;4075;7550
Punta Bonita_Selene peruviana_Revuelto;4300;7000
Punta Bonita_Lutjanus peru_Grande;16000;17800
Bajito Vaquería_Hyporthodus niphobles_Grande;22000;22000
Muelles del Camarón_Paralonchurus dumerilii_Grande;7000;8000
Muelles del Camarón_Cynoscion albus_Mediano;18000;21600
Muelles del Camarón_Centropomus armatus_Revuelto;11000;13000
Muelles del Camarón_Stellifer scierus_Revuelto;8000;8000
Muelles del Camarón_Sphoeroides spp._Revuelto;3000;10000
El Puerto (Puerto Carreño)_Piaractus orinoquensis_Varios tamaños;4000;4000
Puerto Kenedy_Rhamdia guatemalensis_Mediano;5000;5000
Milagros de la Mar_Larimus acclivis_Revuelto;5000;6000
Santuario_Brycon sp. 1_Revuelto;12000;12000
Puerto principal (San Vicente del Caguán)_Ageneiosus inermis_Revuelto;14000;14000
Muelle La Esmeralda_Pellona castelnaeana_Revuelto;14000;14000
Muelle La Esmeralda_Plagioscion squamosissimus_Revuelto;14000;14000
Cooperativas - Pueblo Nuevo_Aluterus monoceros_Revuelto;5000;5900
Cartagena del Chairá_Hydrolycus armatus_Revuelto;5000;6000
Chamuscado - Naya_Genyatremus pacifici_Pequeño;3500;4000
Chamuscado - Naya_Menticirrhus nasus_Grande;16000;16000
Chamuscado - Naya_Bairdiella ensifera_Mediano;5000;5000
Distribuidoras de Tumaco_Dosidicus gigas_Pequeño;8000;8000
Distribuidoras de Tumaco_Larimus effulgens_Grande;5050;5950
Muelle Principal (Puerto Leguízamo)_Serrasalmus rhombeus_Revuelto;8000;8000
Muelle Principal (Puerto Leguízamo)_Pygocentrus nattereri_Revuelto;8000;8000
La Pedrera_Brycon melanopterus_Mediano;10000;10000
El Puerto (Tumaco)_Donax dentifer_Grande;20000;20000
El Puerto (Tumaco)_Caulolatilus affinis_Mediano;5150;7850
El Puerto (Tumaco)_Hyporthodus acanthistius_Mediano;5450;11400
Puerto de desembarco (Barrancominas)_Pinirampus pirinampu_Revuelto;4600;6000
Distribuidoras de Tumaco_Lutjanus peru_Pequeño;10000;10000
Clarinetero_Brachyplatystoma juruense_Mediano;8000;8000
El Puerto (Tumaco)_Dosidicus gigas_Revuelto;15250;19750
El Puerto (Tumaco)_Sphoeroides spp._Grande;8400;9000
El Puerto (Tumaco)_Aluterus monoceros_Grande;3000;6000
El Piñal_Macrodon mordax_Revuelto;19000;19000
El Puerto (Tumaco)_Euthynnus lineatus_Mediano;1500;2775
El Puerto (Tumaco)_Coryphaena hippurus_Mediano;7000;7000
La Punta - Firme Cifuentes_Euthynnus lineatus_Revuelto;5000;5000
La Punta - Firme Cifuentes_Lutjanus colorado_Platero (para pargos);17050;17950
La Punta - Firme Cifuentes_Bagre pinnimaculatus_Grande;6000;6000
Pesqueras - Pueblo Nuevo_Caranx caninus_Mediano;4000;4000
La Ensenada_Acanthocybium solandri_Sierrilla M;5500;5500
Santa Cruz - Naya_Bairdiella ensifera_Mediano;3000;3000
Juanchaco_Bagre panamensis_Pequeño;2000;2600
Juanchaco_Brotula clarkae_Grande;18000;18000
Juanchaco_Hyporthodus acanthistius_Grande;10000;10000
Juanchaco_Istiophorus platypterus_Grande;4000;9000
Santa Cruz - Naya_Lutjanus peru_Grande;12100;13000
La Ensenada_Acanthocybium solandri_Mediano;5500;5500
Pesqueras - Pueblo Nuevo_Bagre pinnimaculatus_Pequeño;4150;5350
Pesqueras - Pueblo Nuevo_Caulolatilus affinis_Pequeño;3000;3000
Pesqueras - Pueblo Nuevo_Genyatremus pacifici_Varios tamaños;6000;6000
Puerto Kenedy_Dasyloricaria latuira_Grande;6000;6000
Quiroga_Notarius troschelii_Grande;4000;4000
Limones_Epinephelus quinquefasciatus_Grande;20000;22250
Plaza de mercado (La Dorada)_Curimata mivartii_Pequeño;3500;3500
Muelle Las Flores_Cynoponticus coniceps_Grande;2000;2000
Muelle Las Flores_Epinephelus quinquefasciatus_Pequeño;6000;7300
Muelle La Samaritana_Epinephelus quinquefasciatus_Grande;11000;11000
Muelle Las Flores_Hyporthodus niphobles_Grande;14000;14000
Muelle La Samaritana_Caranx caninus_Grande;10000;10000
Juanchaco_Mycteroperca xenarcha_Grande;7000;12000
Juanchaco_Selene brevoortii_Grande;10000;10000
Juanchaco_Lutjanus novemfasciatus_Pequeño;12000;12000
Juanchaco_Centropomus armatus_Varios tamaños;14300;17000
Bodegas (Leticia)_Platystomatichthys sturio_Revuelto;12000;12000
Malecón (Puerto Gaitán)_Potamorhina altamazonica_Revuelto;6000;6000
Muelles del Camarón_Euthynnus lineatus_Revuelto;2500;3500
Muelles del Camarón_Lobotes pacifica_Mediano;8000;9200
Muelles del Camarón_Ablennes hians_Revuelto;1700;3280
Muelles del Camarón_Caranx caballus_Grande;8000;8000
Tagachí_Pseudopimelodus sp. 1_Mediano;12000;12000
Playa Nueva_Lobotes pacifica_Grande;8000;10000
Puerto Cabuyaro_Leiarius marmoratus_Revuelto;16000;18000
Puerto Cabuyaro_Pellona flavipinnis_Revuelto;6000;6000
Puerto Cabuyaro_Hydrolycus scomberoides_Revuelto;6000;6000
Playa Nueva_Centropomus viridis_Extragrande;10000;10000
Comercializadores independientes (Guapi)_Hoplopagrus guentherii_Revuelto;23000;23000
Comercializadores independientes (Guapi)_Epinephelus quinquefasciatus_Revuelto;5000;16050
Casco Urbano (Arauca)_Pterodoras rivasi_Revuelto;2050;2950
Casco Urbano (Arauca)_Pygocentrus sp._Revuelto;2500;2500
Casco Urbano (Arauca)_Myloplus asterias_Revuelto;4000;4000
Muelle Seco - Pueblo Nuevo_Notarius spp._Grande;3025;6000
Muelle Seco - Pueblo Nuevo_Bagre pinnimaculatus_Pequeño;2500;8000
Muelle Seco - Pueblo Nuevo_Centropomus armatus_Pequeño;13000;13000
Muelle Seco - Pueblo Nuevo_Euthynnus lineatus_Pequeño;5050;5950
Muelle Seco - Pueblo Nuevo_Centropomus medius_Grande;8600;15400
Muelle Seco - Pueblo Nuevo_Bagre panamensis_Pequeño;2000;2000
Muelle Seco - Pueblo Nuevo_Epinephelus quinquefasciatus_Pescado especial;13000;13000
Muelle Seco - Pueblo Nuevo_Cynoscion albus_Mediano;16000;16000
Muelle Seco - Pueblo Nuevo_Genyatremus pacifici_Grande;6100;7900
Muelle Seco - Pueblo Nuevo_Sciades dowii_Grande;8000;8000
Puente Pindo_Larimus acclivis_Pescado menudo;3000;3150
Puerto de Gamarra_Potamotrygon magdalenae_Revuelto;2100;3900
Puente Pindo_Bagre pinnimaculatus_Mediano;5250;6000
Puente Pindo_Menticirrhus nasus_Pequeño;6000;7000
El Piñal_Bagre panamensis_Revuelto;3600;5850
La Tagua_Brachyplatystoma rousseauxii_Grande;15000;15000
San Miguel (Puerto Gaitán)_Sorubimichthys planiceps_Revuelto;9000;13800
San Miguel (Puerto Gaitán)_Pimelodina flavipinnis_Revuelto;4400;6000
San Miguel (Puerto Gaitán)_Leporinus agassizii_Revuelto;4000;4800
Plaza de mercado (La Dorada)_Megaleporinus muyscorum_Revuelto;1500;4580
Puerto de desembarco (Barrancominas)_Pygocentrus cariba_Revuelto;3000;4000
El Malecón (Neiva)_Curimata mivartii_Revuelto;8000;8000
San Alejandro_Hoplias malabaricus_Mediano;1200;1410
Galería (Guapi)_Istiophorus platypterus_Revuelto;10000;11750
Puerto Bogotá_Ichthyoelephas longirostris_Revuelto;11505;14935
Puerto del Pescado (San José Del Guaviare)_Brachyplatystoma filamentosum_Grande;12000;18750
La Casa del Pescador_Euthynnus lineatus_Pequeño;3000;3000
La Casa del Pescador_Larimus argenteus_Pequeño;5000;7000
Puerto Principal (Leticia)_Hoplerythrinus unitaeniatus_Pequeño;8600;8600
Puerto Principal (Leticia)_Pseudoplatystoma punctifer_Mediano;10740;15660
Puerto Principal (Leticia)_Astronotus ocellatus_Pequeño;9450;14080
Puerto Principal (Leticia)_Osteoglossum bicirrhosum_Grande;9285;14895
Pesqueras - Pueblo Nuevo_Mycteroperca xenarcha_Grande;9300;12000
Pesqueras - Pueblo Nuevo_Brotula clarkae_Ranfaña;5000;5000
Puerto Principal (Leticia)_Colossoma macropomum_Mediano;12000;19200
Puerto Principal (Leticia)_Potamorhina altamazonica_Mediano;6440;9360
Puerto Principal (Leticia)_Brycon amazonicus_Mediano;13600;19600
Puerto Principal (Leticia)_Lithodoras dorsalis_Grande;7300;7300
Puerto Principal (Leticia)_Leiarius marmoratus_Pequeño;6950;10600
Puerto Principal (Leticia)_Pterygoplichthys pardalis_Mediano;4700;7600
Puerto Principal (Leticia)_Pterodoras granulosus_Pequeño;3895;7100
Puerto Principal (Leticia)_Pterodoras granulosus_Mediano;4490;7370
Puerto Principal (Leticia)_Pimelodina flavipinnis_Mediano;5825;11750
Buchadó_Sternopygus aequilabiatus_Revuelto;1930;2000
Buchadó_Kronoheros umbrifer_Revuelto;1525;1975
Buchadó_Hoplias malabaricus_Pequeño;6500;6500
Buchadó_Cynopotamus atratoensis_Pequeño;3000;3000
San José de la Calle_Ageneiosus pardalis_Revuelto;16000;16000
San José de la Calle_Pseudopimelodus sp. 1_Mediano;12000;12000
La Tagua_Zungaro zungaro_Grande;14900;15000
Marriaga_Bagre bagre_Revuelto;7000;7000
Punta Bonita_Scomberomorus sierra_Mediano;13000;15500
Punta Bonita_Chaetodipterus zonatus_Revuelto;7000;7000
Punta Bonita_Lutjanus jordani_Revuelto;18000;18000
La Plata - Bahía Málaga_Bagre pinnimaculatus_Varios tamaños;8000;8000
Punta Bonita_Sciades dowii_Revuelto;9000;9000
Clarinetero_Colossoma macropomum_Pequeño;6000;6000
Clarinetero_Hydrolycus armatus_Grande;3050;3950
Clarinetero_Hoplosternum littorale_Varios tamaños;2700;2700
Puerto de desembarco (Mitú)_Megalechis picta_Mediano;16250;20000
Plaza de mercado (La Dorada)_Pangasianodon hypophthalmus_Revuelto;12420;19400
Puerto Rico [Meta]_Pellona flavipinnis_Revuelto;6000;6000
Puerto Rico [Meta]_Hypophthalmus sp. 1_Revuelto;10000;12000
Puerto (Orocué)_Salminus hilarii_Revuelto;6000;7000
Cooperativas - Pueblo Nuevo_Caranx vinctus_Revuelto;5250;7000
Cooperativas - Pueblo Nuevo_Caranx caninus_Pequeño;3500;4425
