Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Categoría comercial;Total
Pacífico;Peces;PezOseo;Mycteroperca xenarcha;Chame;Grande;26
Pacífico;Peces;PezOseo;Mycteroperca xenarcha;Chame;Varios tamaños;1
Pacífico;Moluscos;Caracol;Natica unifasciata;Bulgado;Grande;1
Pacífico;Moluscos;Caracol;Natica unifasciata;Bulgado;Pequeño;1
Pacífico;Moluscos;Caracol;Natica unifasciata;Bulgado;Revuelto;50
Pacífico;Moluscos;Caracol;Natica unifasciata;Bulgado;Varios tamaños;1
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Grande;63
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Mediano;46
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Pequeño;88
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Revuelto;89
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Varios tamaños;279
Pacífico;Peces;PezOseo;Nematistius pectoralis;Pejegallo;Varios tamaños;12
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Grande;2
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Pequeño;2
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Ranfaña;1
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Revuelto;6
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Varios tamaños;18
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Extragrande;10
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Grande;2376
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Mediano;239
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Pequeño;373
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Pescado grueso;1
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Pescado menudo;3
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Ranfaña;9
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Revuelto;1576
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Varios tamaños;1256
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Grande;7
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Mediano;6
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Pequeño;13
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Revuelto;44
Pacífico;Peces;PezOseo;Oligoplites refulgens;Chachajo;Mediano;1
Pacífico;Peces;PezOseo;Oligoplites refulgens;Chachajo;Pequeño;1
Pacífico;Peces;PezOseo;Oligoplites refulgens;Chachajo;Revuelto;4
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Grande;1
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Mediano;2
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Pequeño;9
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Pescado especial;1
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Pescado menudo;1
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Revuelto;35
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Varios tamaños;1
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Grande;12
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Mediano;15
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Pequeño;4
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Revuelto;15
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Varios tamaños;24
Pacífico;Peces;PezOseo;Opisthonema medirastre;Plumuda;Grande;6
Pacífico;Peces;PezOseo;Opisthonema medirastre;Plumuda;Mediano;1
Pacífico;Peces;PezOseo;Opisthonema medirastre;Plumuda;Pequeño;7
Pacífico;Peces;PezOseo;Opisthonema spp.;Plumuda;Grande;2
Pacífico;Peces;PezOseo;Opisthonema spp.;Plumuda;Pequeño;5
Pacífico;Peces;PezOseo;Opisthonema spp.;Plumuda;Revuelto;20
Pacífico;Peces;PezOseo;Orthopristis chalcea;Veranera rayada;Grande;1
Pacífico;Peces;PezOseo;Orthopristis chalcea;Veranera rayada;Pequeño;1
Pacífico;Peces;PezOseo;Otros grueso;Otros;Grande;3
Pacífico;Peces;PezOseo;Otros grueso;Otros;Pescado especial;177
Pacífico;Peces;PezOseo;Otros grueso;Otros;Pescado grueso;3
Pacífico;Peces;PezOseo;Otros grueso;Otros;Ranfaña;3
Pacífico;Peces;PezOseo;Otros grueso;Otros;Revuelto;498
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Grande;5
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Mediano;1
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Pequeño;667
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Pescado especial;22
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Pescado menudo;131
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Revuelto;1023
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Varios tamaños;1
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Grande;275
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Mediano;24
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Pequeño;184
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Pescado especial;1
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Pescado grueso;34
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Pescado menudo;7
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Ranfaña;226
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Revuelto;632
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Varios tamaños;1
Pacífico;Crustáceos;Langosta;Panulirus gracilis;Langosta pacifico;Grande;294
Pacífico;Crustáceos;Langosta;Panulirus gracilis;Langosta pacifico;Pequeño;14
Pacífico;Crustáceos;Langosta;Panulirus gracilis;Langosta pacifico;Revuelto;255
Pacífico;Crustáceos;Langosta;Panulirus gracilis;Langosta pacifico;Varios tamaños;1
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Grande;48
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Mediano;10
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Pequeño;16
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Pescado menudo;2
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Ranfaña;141
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Revuelto;93
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Varios tamaños;20
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Grande;34
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Mediano;4
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Pequeño;8
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Pescado menudo;1
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Revuelto;53
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Varios tamaños;17
Pacífico;Peces;PezOseo;Paraselene orstedii;Espejuelo redondo;Revuelto;3
Pacífico;Crustáceos;Camaron;Penaeus californiensis;Camarón café;Grande;2
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Grande;2048
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Langostino;468
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Mediano;67
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Pequeño;228
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Revuelto;4497
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Varios tamaños;261
Pacífico;Peces;PezOseo;Peprilus medius;Manteco;Grande;3
Pacífico;Peces;PezOseo;Peprilus medius;Manteco;Mediano;3
Pacífico;Peces;PezOseo;Peprilus medius;Manteco;Pequeño;7
Pacífico;Peces;PezOseo;Peprilus snyderi;Manteco;Pequeño;1
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Grande;4
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Mediano;2
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Pequeño;34
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Pescado especial;1
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Pescado menudo;1
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Ranfaña;84
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Revuelto;49
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Varios tamaños;93
Pacífico;Moluscos;Bivalvo;Perna viridis;Cholga;Revuelto;9
Pacífico;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Grande;3
Pacífico;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Revuelto;1
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Grande;14
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Mediano;28
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Pequeño;176
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Pescado menudo;2
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Ranfaña;125
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Revuelto;280
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Varios tamaños;16
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Grande;22
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Mediano;13
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Pequeño;15
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Ranfaña;1
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Revuelto;70
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Varios tamaños;109
Pacífico;Peces;PezOseo;Pomacanthus zonipectus;Señorita;Mediano;1
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Extragrande;1
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Grande;2
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Mediano;4
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Pequeño;24
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Revuelto;97
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Grande;2
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Pequeño;1
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Revuelto;80
Pacífico;Peces;PezOseo;Prionotus spp. ppalmente prionotus horrens;Pez rey pejerrey;Grande;5
Pacífico;Peces;PezOseo;Prionotus spp. ppalmente prionotus horrens;Pez rey pejerrey;Pequeño;3
Pacífico;Peces;PezOseo;Prionotus spp. ppalmente prionotus horrens;Pez rey pejerrey;Revuelto;50
Pacífico;Peces;PezOseo;Prionotus spp. ppalmente prionotus horrens;Pez rey pejerrey;Varios tamaños;8
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Grande;25
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Mediano;1
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Pequeño;161
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Ranfaña;1
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Revuelto;346
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Varios tamaños;553
Pacífico;Peces;PezOseo;Pseudobalistes naufragium;Pejepuerco, Jabonera;Grande;1
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Pequeño;29
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Pescado menudo;25
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Ranfaña;1
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Revuelto;7
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Grande;11
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Pequeño;1
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Revuelto;21
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Varios tamaños;10
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Grande;17
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Mediano;7
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Pequeño;4
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Revuelto;12
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Grande;4
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Revuelto;2
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Extragrande;2
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Grande;18
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Pequeño;1
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Extragrande;35
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Grande;1912
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Mediano;159
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Pequeño;78
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Pescado grueso;1
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Ranfaña;1
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Revuelto;252
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Varios tamaños;83
Pacífico;Peces;PezOseo;Scomber japonicus;Ojón cigarro;Revuelto;1
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Extragrande;21
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Grande;4568
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Mediano;2837
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Pequeño;4746
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Pescado especial;8
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Pescado menudo;33
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Ranfaña;41
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Revuelto;682
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Sierrilla G;12
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Sierrilla M;2
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Sierrilla P;22
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Varios tamaños;685
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Grande;2
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Mediano;1
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Pequeño;45
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Revuelto;44
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Grande;172
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Mediano;88
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Pequeño;268
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Pescado menudo;123
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Revuelto;302
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Varios tamaños;52
Pacífico;Peces;PezOseo;Selene spp.;Jorobado;Mediano;2
Pacífico;Peces;PezOseo;Selene spp.;Jorobado;Revuelto;1
Pacífico;Peces;PezOseo;Seriola lalandi;Bravo;Extragrande;2
Pacífico;Peces;PezOseo;Seriola lalandi;Bravo;Grande;8
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Extragrande;1
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Grande;106
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Mediano;2
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Pequeño;16
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Grande;45
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Mediano;2
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Pequeño;9
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Revuelto;2
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Varios tamaños;1
Pacífico;Peces;PezOseo;Serranidos;Chernas;Grande;16
Pacífico;Peces;PezOseo;Serranidos;Chernas;Mediano;3
Pacífico;Peces;PezOseo;Serranidos;Chernas;Pequeño;10
Pacífico;Crustáceos;Camaron;Solenocera agassizii;Camarón coliflor;Langostino;1
Pacífico;Crustáceos;Camaron;Solenocera agassizii;Camarón coliflor;Revuelto;1
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Grande;248
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Mediano;11
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Pequeño;10
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Revuelto;583
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Varios tamaños;16
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Extragrande;3
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Grande;1205
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Mediano;327
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Pequeño;504
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Pescado menudo;87
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Ranfaña;1
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Revuelto;415
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Varios tamaños;144
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Extragrande;3
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Grande;13
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Mediano;1
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Pequeño;4
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Pescado menudo;1
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Revuelto;15
Pacífico;Peces;PezOseo;Sphyraena qenie;Champeta;Grande;3
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Grande;17
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Pequeño;12
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Revuelto;30
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Varios tamaños;1
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Grande;84
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Mediano;2
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Pequeño;1
Pacífico;Peces;PezOseo;Synodus scituliceps;Pez huevo;Grande;3
Pacífico;Peces;PezOseo;Synodus scituliceps;Pez huevo;Mediano;15
Pacífico;Peces;PezOseo;Synodus scituliceps;Pez huevo;Pequeño;3
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Grande;20
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Mediano;1
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Revuelto;24
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Extragrande;6
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Grande;256
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Mediano;16
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Pequeño;4
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Revuelto;27
Pacífico;Peces;PezOseo;Thunnus obesus;Atún ojo gordo;Grande;127
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Grande;15
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Mediano;2
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Pequeño;1
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Extragrande;2
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Grande;29
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Mediano;11
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Pequeño;1
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Revuelto;10
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Varios tamaños;37
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Grande;5
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Mediano;1
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Pescado especial;1
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Revuelto;22
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Grande;1
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Pequeño;1
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Grande;600
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Mediano;230
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Pequeño;117
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Revuelto;1521
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Varios tamaños;558
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Grande;269
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Mediano;2
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Pequeño;9
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Ranfaña;1
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Revuelto;100
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Extragrande;1
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Grande;37
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Mediano;5
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Revuelto;11
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Grande;11
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Mediano;5
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Pequeño;1
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Revuelto;66
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Grande;8
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Mediano;10
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Pequeño;294
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Pescado menudo;35
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Revuelto;8
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Grande;1
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Pequeño;4
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Grande;346
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Invertebrado comercial;1
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Pequeño;1262
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Pescado especial;1
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Revuelto;1450
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Varios tamaños;684
