Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Categoría comercial;Total
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Pequeño;14
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Revuelto;44
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Varios tamaños;10
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Grande;29
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Mediano;32
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Pequeño;22
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Revuelto;135
Amazonía;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Varios tamaños;26
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Grande;8
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Mediano;7
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Pequeño;6
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Revuelto;44
Amazonía;Peces;PezOseo;Pygocentrus nattereri;Caribe roja;Varios tamaños;29
Amazonía;Peces;PezOseo;Rhamdia spp.;Liso;Mediano;143
Amazonía;Peces;PezOseo;Rhamdia spp.;Liso;Revuelto;6
Amazonía;Peces;PezOseo;Rhamphichthys rostratus;Cuchillo osa;Mediano;25
Amazonía;Peces;PezOseo;Rhamphichthys rostratus;Cuchillo osa;Revuelto;4
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Grande;1
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Mediano;2
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Pequeño;9
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Revuelto;26
Amazonía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Varios tamaños;1
Amazonía;Peces;PezOseo;Rhytiodus sp. 1;Lisa negra;Revuelto;2
Amazonía;Peces;PezOseo;Rhytiodus sp. 1;Lisa negra;Varios tamaños;2
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Extragrande;1
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Grande;7
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Mediano;1
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Pequeño;11
Amazonía;Peces;PezOseo;Salminus hilarii;Dorada;Revuelto;143
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Grande;24
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Mediano;6
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Pequeño;8
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Revuelto;312
Amazonía;Peces;PezOseo;Schizodon fasciatus;Lisa;Varios tamaños;56
Amazonía;Peces;PezOseo;Semaprochilodus insignis;Yaraqui;Grande;4
Amazonía;Peces;PezOseo;Semaprochilodus insignis;Yaraqui;Revuelto;101
Amazonía;Peces;PezOseo;Semaprochilodus insignis;Yaraqui;Varios tamaños;10
Amazonía;Peces;PezOseo;Serrasalmus compressus;Puño;Pequeño;2
Amazonía;Peces;PezOseo;Serrasalmus manueli;Caribe;Mediano;2
Amazonía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Mediano;13
Amazonía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Revuelto;4
Amazonía;Peces;PezOseo;Serrasalmus spp.;Caribe blanco;Revuelto;1
Amazonía;Peces;PezOseo;Serrasalmus spp.;Caribe blanco;Varios tamaños;1
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Grande;6
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Mediano;57
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Pequeño;34
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Revuelto;185
Amazonía;Peces;PezOseo;Sorubim lima;Blanquillo;Varios tamaños;8
Amazonía;Peces;PezOseo;Sorubim maniradii;Cucharo;Mediano;15
Amazonía;Peces;PezOseo;Sorubim maniradii;Cucharo;Pequeño;3
Amazonía;Peces;PezOseo;Sorubim maniradii;Cucharo;Revuelto;54
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Grande;13
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Mediano;91
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Pequeño;34
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Revuelto;491
Amazonía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Varios tamaños;2
Amazonía;Peces;PezOseo;Sternopygus macrurus;Caloche;Mediano;76
Amazonía;Peces;PezOseo;Sternopygus macrurus;Caloche;Revuelto;15
Amazonía;Peces;PezOseo;Tetragonopterus argenteus;Pechas;Pequeño;1
Amazonía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Grande;1
Amazonía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Mediano;127
Amazonía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Revuelto;6
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Grande;8
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Mediano;10
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Pequeño;82
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Revuelto;51
Amazonía;Peces;PezOseo;Triportheus angulatus;Arenca;Varios tamaños;16
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Grande;195
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Mediano;204
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Pequeño;70
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Pescado especial;2
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Revuelto;1388
Amazonía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Varios tamaños;3
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Grande;191
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Mediano;603
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Pequeño;1379
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Revuelto;2752
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Varios tamaños;23
Atrato;Peces;PezOseo;Anchovia clupeoides;Anchoa bocona;Mediano;3
Atrato;Peces;PezOseo;Anchovia clupeoides;Anchoa bocona;Pequeño;30
Atrato;Peces;PezOseo;Anchovia clupeoides;Anchoa bocona;Revuelto;1
Atrato;Peces;PezOseo;Ancistrus centrolepis;Cucha guacuco;Mediano;1
Atrato;Peces;PezOseo;Astyanax atratoensis;Sardina lunareja;Grande;1
Atrato;Peces;PezOseo;Astyanax atratoensis;Sardina lunareja;Revuelto;1
Atrato;Peces;PezOseo;Astyanax fasciatus;Sardina rabicolorada;Revuelto;42
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Grande;5
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Mediano;2
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Pequeño;11
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Revuelto;8
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Grande;1
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Mediano;1
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Pequeño;3
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Revuelto;5
Atrato;Peces;PezOseo;Bairdiella spp.;Corvineta;Pequeño;1
Atrato;Peces;PezOseo;Batrochoglanis transmontanus;Sapian;Pequeño;3
Atrato;Peces;PezOseo;Brycon medemi;Sabaleta;Mediano;4
Atrato;Peces;PezOseo;Brycon medemi;Sabaleta;Pequeño;12
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Grande;374
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Mediano;499
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Pequeño;52
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Revuelto;212
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Varios tamaños;8
Atrato;Peces;PezOseo;Brycon oligolepis;Zabaleta de Castilla;Pequeño;7
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Grande;27
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Mediano;629
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Pequeño;1156
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Revuelto;3620
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Varios tamaños;64
Atrato;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Revuelto;4
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Grande;3
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Mediano;21
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Pequeño;144
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Revuelto;11
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Mediano;6
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Pequeño;8
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Revuelto;1
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Grande;47
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Mediano;54
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Pequeño;157
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Revuelto;28
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Grande;222
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Mediano;73
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Pequeño;48
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Revuelto;28
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Grande;2
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Mediano;6
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Pequeño;5
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Revuelto;45
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Grande;15
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Mediano;102
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Pequeño;12
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Revuelto;92
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Varios tamaños;5
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Grande;1
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Mediano;2
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Pequeño;4
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Grande;1
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Mediano;2
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Pequeño;2
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Revuelto;5
Atrato;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Pequeño;1
Atrato;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Revuelto;10
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Grande;39
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Mediano;113
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Pequeño;140
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Revuelto;330
Atrato;Peces;PezOseo;Epinephelus itajara;Mero guasa;Mediano;1
Atrato;Peces;PezOseo;Epinephelus itajara;Mero guasa;Pequeño;23
Atrato;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Pequeño;5
Atrato;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Revuelto;2
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Mediano;11
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Pequeño;47
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Revuelto;9
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Varios tamaños;3
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Mediano;8
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Pequeño;2
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Revuelto;6
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Grande;68
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Mediano;1169
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Pequeño;966
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Revuelto;8771
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Varios tamaños;205
Atrato;Peces;PezOseo;Hypostomus holostictus;Guacuco;Pequeño;2
Atrato;Peces;PezOseo;Hypostomus holostictus;Guacuco;Revuelto;2
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Mediano;21
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Pequeño;135
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Revuelto;154
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Pequeño;24
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Revuelto;15
Atrato;Peces;PezOseo;Joturus pichardi;Besote;Grande;2
Atrato;Peces;PezOseo;Joturus pichardi;Besote;Mediano;1
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Grande;30
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Mediano;110
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Pequeño;290
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Revuelto;195
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Varios tamaños;1
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Grande;2
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Mediano;7
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Pequeño;2
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Revuelto;64
Atrato;Peces;PezOseo;Lutjanus analis;Pargo palmero;Mediano;1
Atrato;Peces;PezOseo;Lutjanus analis;Pargo palmero;Pequeño;1
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Grande;58
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Mediano;899
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Pequeño;391
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Revuelto;5001
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Varios tamaños;29
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Grande;26
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Mediano;8
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Pequeño;15
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Revuelto;2
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Grande;1
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Mediano;20
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Pequeño;13
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Varios tamaños;12
Atrato;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Pequeño;2
Atrato;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Revuelto;1
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Grande;6
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Mediano;26
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Pequeño;5
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Revuelto;6
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Grande;8
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Mediano;9
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Pequeño;17
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Revuelto;35
Atrato;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Grande;1
Atrato;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Mediano;1
Atrato;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Pequeño;1
Atrato;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Revuelto;7
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Grande;17
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Mediano;139
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Pequeño;51
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Revuelto;1094
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Grande;48
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Mediano;23
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Pequeño;1
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Revuelto;74
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Grande;86
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Mediano;528
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Pequeño;2224
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Revuelto;16589
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Varios tamaños;82
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Grande;4
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Mediano;33
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Pequeño;20
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Revuelto;173
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Varios tamaños;6
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Grande;186
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Mediano;400
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Pequeño;236
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Revuelto;489
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Varios tamaños;18
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Grande;30
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Mediano;798
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Pequeño;113
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Revuelto;1544
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Varios tamaños;35
Atrato;Peces;PezOseo;Rhonciscus crocro;Comegrano;Mediano;1
Atrato;Peces;PezOseo;Rhonciscus crocro;Comegrano;Pequeño;3
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Mediano;4
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Pequeño;239
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Revuelto;61
Atrato;Peces;PezOseo;Selene vomer;Caracaballo, jorobado de penacho;Pequeño;2
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Grande;2
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Mediano;15
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Revuelto;4
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Grande;130
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Mediano;572
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Pequeño;242
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Revuelto;756
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Varios tamaños;10
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Grande;32
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Mediano;176
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Pequeño;31
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Revuelto;576
Atrato;Peces;PezOseo;Sturisomatichthys tamanae;Guacuco;Mediano;1
Atrato;Peces;PezOseo;Sturisomatichthys tamanae;Guacuco;Pequeño;2
Atrato;Peces;PezOseo;Sturisomatichthys tamanae;Guacuco;Revuelto;2
Atrato;Peces;PezOseo;Trachelyopterus fisheri;Perico;Mediano;5
Atrato;Peces;PezOseo;Trachelyopterus fisheri;Perico;Pequeño;1
Atrato;Peces;PezOseo;Trachelyopterus fisheri;Perico;Revuelto;14
Atrato;Peces;PezOseo;Trachelyopterus fisheri;Perico;Varios tamaños;2
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Grande;27
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Mediano;10
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Pequeño;7
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Revuelto;2356
Magdalena;Peces;PezOseo;Apteronotus magdalenensis;Boca de perro o mayupa;Revuelto;2
Magdalena;Peces;PezOseo;Astyanax magdalenae;Sardina;Revuelto;1
Magdalena;Peces;PezOseo;Brycon amazonicus;Sábalo;Revuelto;25
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Grande;10
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Pequeño;2
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Revuelto;2792
Magdalena;Peces;PezOseo;Brycon rubricauda;Sábalo;Revuelto;5
Magdalena;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Pequeño;1
Magdalena;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Revuelto;227
Magdalena;Peces;PezOseo;Chaetostoma brevilabiatum;Cucha jetona;Revuelto;1095
Magdalena;Peces;PezOseo;Chaetostoma milesi;Cucha pecosa;Revuelto;117
Magdalena;Peces;PezOseo;Chaetostoma spp.;Albina;Revuelto;1
Magdalena;Peces;PezOseo;Chaetostoma thomsoni;Corroncho rayado;Revuelto;2
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Grande;29
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Mediano;7
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Revuelto;196
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Pequeño;1
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Revuelto;1483
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Grande;1
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Revuelto;465
Magdalena;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Revuelto;30
Magdalena;Peces;PezOseo;Dasyloricaria filamentosa;Raspacanoa;Revuelto;12
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Grande;136
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Revuelto;310
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Revuelto;201
Magdalena;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Revuelto;994
Magdalena;Peces;PezOseo;Hypostomus sp. 1;Hypostomo;Revuelto;2
Magdalena;Peces;PezOseo;Hypostomus sp. 2;Coroncoro;Revuelto;137
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Revuelto;1191
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Revuelto;610
Magdalena;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Revuelto;54
Magdalena;Peces;PezOseo;Lasiancistrus caucanus;Boca manteca boca pelúa;Revuelto;67
Magdalena;Peces;PezOseo;Leporellus vittatus;Corunta;Revuelto;24
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Grande;626
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Mediano;3
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Pequeño;239
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Revuelto;3331
Magdalena;Peces;PezOseo;Megalops atlanticus;Sábalo;Revuelto;2
Magdalena;Peces;PezOseo;Notarius bonillai;Bagre de rio;Revuelto;1
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Grande;100
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Mediano;42
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Pequeño;11
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Revuelto;330
Magdalena;Peces;PezOseo;Oreochromis spp.;Mojarra roja, Tilapia;Revuelto;10
Magdalena;Peces;PezOseo;Panaque cochliodon;Coroncoro;Revuelto;318
Magdalena;Peces;PezOseo;Pangasianodon hypophthalmus;Basa;Revuelto;2
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Grande;12
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Mediano;2
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Revuelto;511
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Grande;1771
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Mediano;1615
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Pequeño;2000
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Revuelto;11178
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Extragrande;1
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Grande;167
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Mediano;1339
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Pequeño;2615
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Revuelto;5417
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Grande;130
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Mediano;7
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Pequeño;55
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Revuelto;710
Magdalena;Rayas;Tiburon/Raya;Potamotrygon magdalenae;Raya;Revuelto;8
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Extragrande;300
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Grande;7655
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Mediano;5455
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Pequeño;7176
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Pescado especial;295
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Revuelto;8990
