Cuenca o Litoral;Estrato menor;Estrato;Sitio desembarco;Tipo de unidad;Mes;Epoca;Cuartil_inf;Cuartil_sup
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;2;Meses Epoca Media;61.95;1760.27
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;3;Meses Epoca Media;61.95;1760.27
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;4;Meses Epoca Baja;44.26;766.9
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;5;Meses Epoca Baja;44.26;766.9
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;6;Meses Epoca Baja;44.26;766.9
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;7;Meses Epoca Media;61.95;1760.27
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;8;Meses Epoca Media;61.95;1760.27
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;9;Meses Epoca Media;61.95;1760.27
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;10;Meses Epoca Media;61.95;1760.27
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;11;Meses Epoca Alta;255.675;2.926.825
Orinoquía;Río Arauca;Río Arauca;Casco Urbano (Arauca);UTA;12;Meses Epoca Alta;255.675;2.926.825
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;1;Meses Epoca Baja;47.35;3054.48
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;2;Meses Epoca Baja;47.35;3054.48
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;3;Meses Epoca Baja;47.35;3054.48
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;4;Meses Epoca Baja;47.35;3054.48
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;5;Meses Epoca Baja;47.35;3054.48
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;6;Meses Epoca Baja;47.35;3054.48
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;7;Meses Epoca Baja;47.35;3054.48
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;8;Meses Epoca Alta;81.8;16623.68
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;9;Meses Epoca Alta;81.8;16623.68
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;10;Meses Epoca Media;55.28;10573.4
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;11;Meses Epoca Media;55.28;10573.4
Orinoquía;Río Arauca;Río Arauca;Clarinetero;MA;12;Meses Epoca Alta;81.8;16623.68
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;1;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;2;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;3;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;4;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;5;Meses Epoca Baja;4.42;46.86
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;6;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;7;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;8;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;9;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;10;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;11;Meses Epoca Alta;18.475;364.825
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UEP;12;Meses Epoca Media;13.32;103.06
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;1;Meses Epoca Media;434.835;1695.96
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;2;Meses Epoca Media;434.835;1695.96
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;3;Meses Epoca Media;434.835;1695.96
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;4;Meses Epoca Media;434.835;1695.96
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;5;Meses Epoca Baja;179.3;202.7
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;7;Meses Epoca Media;434.835;1695.96
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;8;Meses Epoca Media;434.835;1695.96
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;9;Meses Epoca Media;434.835;1695.96
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;10;Meses Epoca Media;434.835;1695.96
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;11;Meses Epoca Alta;736.935;4.878.475
Orinoquía;Río Arauca;Río Arauca;Clarinetero;UTA;12;Meses Epoca Alta;736.935;4.878.475
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;1;Meses Epoca Alta;16.625;167.4
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;2;Meses Epoca Alta;16.625;167.4
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;3;Meses Epoca Media;9.65;73.65
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;4;Meses Epoca Media;9.65;73.65
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;5;Meses Epoca Baja;11;38.4
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;6;Meses Epoca Baja;11;38.4
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;7;Meses Epoca Baja;11;38.4
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;8;Meses Epoca Media;9.65;73.65
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;9;Meses Epoca Media;9.65;73.65
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;10;Meses Epoca Media;9.65;73.65
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;11;Meses Epoca Media;9.65;73.65
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);IM;12;Meses Epoca Alta;16.625;167.4
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;1;Meses Epoca Alta;89.325;1280.15
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;2;Meses Epoca Media;34.49;714.485
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;3;Meses Epoca Media;34.49;714.485
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;4;Meses Epoca Media;34.49;714.485
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;5;Meses Epoca Baja;23.55;344.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;6;Meses Epoca Baja;23.55;344.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;7;Meses Epoca Baja;23.55;344.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;8;Meses Epoca Media;34.49;714.485
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;9;Meses Epoca Media;34.49;714.485
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;10;Meses Epoca Baja;23.55;344.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;11;Meses Epoca Media;34.49;714.485
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);MA;12;Meses Epoca Alta;89.325;1280.15
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;1;Meses Epoca Alta;29.15;344.7
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;2;Meses Epoca Media;13.55;154.1
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;3;Meses Epoca Media;13.55;154.1
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;4;Meses Epoca Media;13.55;154.1
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;5;Meses Epoca Baja;6;111.5
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;6;Meses Epoca Baja;6;111.5
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;7;Meses Epoca Baja;6;111.5
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;8;Meses Epoca Media;13.55;154.1
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;9;Meses Epoca Media;13.55;154.1
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;10;Meses Epoca Baja;6;111.5
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;11;Meses Epoca Media;13.55;154.1
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);PM;12;Meses Epoca Alta;29.15;344.7
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;1;Meses Epoca Alta;23.655;311.695
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;2;Meses Epoca Baja;10.245;54.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;3;Meses Epoca Baja;10.245;54.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;4;Meses Epoca Baja;10.245;54.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;5;Meses Epoca Baja;10.245;54.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;6;Meses Epoca Baja;10.245;54.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;8;Meses Epoca Baja;10.245;54.23
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;9;Meses Epoca Alta;23.655;311.695
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;10;Meses Epoca Alta;23.655;311.695
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;11;Meses Epoca Media;26.26;118
Orinoquía;Río Arauca;Río Arauca;Puerto (Arauquita);UEP;12;Meses Epoca Alta;23.655;311.695
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;1;Meses Epoca Baja;8.5;156.84
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;2;Meses Epoca Media;9.5;428.96
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;3;Meses Epoca Media;9.5;428.96
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;4;Meses Epoca Media;9.5;428.96
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;5;Meses Epoca Alta;35.562;254.681
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;6;Meses Epoca Alta;35.562;254.681
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;7;Meses Epoca Media;9.5;428.96
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;8;Meses Epoca Baja;8.5;156.84
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;9;Meses Epoca Baja;8.5;156.84
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;10;Meses Epoca Baja;8.5;156.84
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;11;Meses Epoca Baja;8.5;156.84
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;MA;12;Meses Epoca Baja;8.5;156.84
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;1;Meses Epoca Baja;3.773;52.235
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;2;Meses Epoca Alta;5.9;110.105
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;3;Meses Epoca Media;2.9;103.5
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;4;Meses Epoca Media;2.9;103.5
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;5;Meses Epoca Media;2.9;103.5
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;6;Meses Epoca Alta;5.9;110.105
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;7;Meses Epoca Media;2.9;103.5
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;8;Meses Epoca Baja;3.773;52.235
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;9;Meses Epoca Baja;3.773;52.235
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;10;Meses Epoca Baja;3.773;52.235
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;11;Meses Epoca Baja;3.773;52.235
Orinoquía;Río Guaviare;Río Guaviare - Tramo Alto;Mapiripán;UEP;12;Meses Epoca Baja;3.773;52.235
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;1;Meses Epoca Media;9.3;182.52
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;2;Meses Epoca Alta;13.835;204.77
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;3;Meses Epoca Alta;13.835;204.77
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;4;Meses Epoca Alta;13.835;204.77
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;5;Meses Epoca Media;9.3;182.52
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;6;Meses Epoca Media;9.3;182.52
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;7;Meses Epoca Baja;13.2;114.6
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;8;Meses Epoca Baja;13.2;114.6
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;9;Meses Epoca Baja;13.2;114.6
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;10;Meses Epoca Media;9.3;182.52
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;11;Meses Epoca Media;9.3;182.52
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;IM;12;Meses Epoca Media;9.3;182.52
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;1;Meses Epoca Baja;16.905;272.5
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;2;Meses Epoca Baja;16.905;272.5
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;3;Meses Epoca Media;69.37;719
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;4;Meses Epoca Media;69.37;719
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;5;Meses Epoca Media;69.37;719
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;6;Meses Epoca Media;69.37;719
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;7;Meses Epoca Media;69.37;719
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;8;Meses Epoca Baja;16.905;272.5
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;9;Meses Epoca Baja;16.905;272.5
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;10;Meses Epoca Media;69.37;719
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;11;Meses Epoca Alta;72.32;1067.75
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;MA;12;Meses Epoca Alta;72.32;1067.75
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;1;Meses Epoca Media;10.3;68.2
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;2;Meses Epoca Alta;12.47;126.75
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;3;Meses Epoca Alta;12.47;126.75
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;4;Meses Epoca Alta;12.47;126.75
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;5;Meses Epoca Alta;12.47;126.75
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;6;Meses Epoca Alta;12.47;126.75
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;7;Meses Epoca Media;10.3;68.2
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;8;Meses Epoca Media;10.3;68.2
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;9;Meses Epoca Media;10.3;68.2
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;10;Meses Epoca Baja;7.1;78.185
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;11;Meses Epoca Baja;7.1;78.185
Orinoquía;Río Guaviare;Río Guaviare - Tramo Bajo;Paujil;UEP;12;Meses Epoca Baja;7.1;78.185
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;1;Meses Epoca Alta;91.62;918.9
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;2;Meses Epoca Media;24.1;620.05
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;3;Meses Epoca Media;24.1;620.05
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;4;Meses Epoca Media;24.1;620.05
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;5;Meses Epoca Baja;11.95;75.49
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;6;Meses Epoca Media;24.1;620.05
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;7;Meses Epoca Media;24.1;620.05
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;8;Meses Epoca Baja;11.95;75.49
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;9;Meses Epoca Baja;11.95;75.49
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;10;Meses Epoca Media;24.1;620.05
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;11;Meses Epoca Alta;91.62;918.9
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);MA;12;Meses Epoca Media;24.1;620.05
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);PM;2;No patrón;7.68;59.595
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);PM;3;No patrón;7.68;59.595
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);PM;4;No patrón;7.68;59.595
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);PM;5;No patrón;7.68;59.595
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;2;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;3;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;4;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;5;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;7;Meses Epoca Alta;81.8;292.13
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;8;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;9;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;10;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;11;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Puerto de desembarco (Barrancominas);UEP;12;Meses Epoca Media;5.565;60.26
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;1;Meses Epoca Alta;2.96;36
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;2;Meses Epoca Baja;2.3;25.33
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;3;Meses Epoca Baja;2.3;25.33
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;4;Meses Epoca Media;2.508;33.22
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;5;Meses Epoca Alta;2.96;36
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;6;Meses Epoca Media;2.508;33.22
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;7;Meses Epoca Media;2.508;33.22
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;8;Meses Epoca Media;2.508;33.22
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;9;Meses Epoca Baja;2.3;25.33
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;10;Meses Epoca Baja;2.3;25.33
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;11;Meses Epoca Media;2.508;33.22
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Pueblo Nuevo (Barrancominas);UEP;12;Meses Epoca Alta;2.96;36
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;1;Meses Epoca Alta;7.355;47.02
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;2;Meses Epoca Baja;2.146;237.788
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;3;Meses Epoca Baja;2.146;237.788
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;4;Meses Epoca Alta;7.355;47.02
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;5;Meses Epoca Alta;7.355;47.02
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;6;Meses Epoca Alta;7.355;47.02
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;7;Meses Epoca Media;3.37;43.725
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;8;Meses Epoca Baja;2.146;237.788
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;9;Meses Epoca Baja;2.146;237.788
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;10;Meses Epoca Baja;2.146;237.788
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;11;Meses Epoca Media;3.37;43.725
Orinoquía;Río Guaviare;Río Guaviare - Tramo Medio;Laguna Colorada;UEP;12;Meses Epoca Media;3.37;43.725
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;IM;2;Meses Epoca Media;10.5;188.55
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;IM;3;Meses Epoca Media;10.5;188.55
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;IM;4;Meses Epoca Baja;13.36;106.28
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;IM;10;Meses Epoca Media;10.5;188.55
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;IM;12;Meses Epoca Alta;174.9;174.9
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;1;Meses Epoca Alta;31;783
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;2;Meses Epoca Media;16;423.08
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;3;Meses Epoca Media;16;423.08
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;4;Meses Epoca Baja;9;253.42
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;5;Meses Epoca Baja;9;253.42
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;6;Meses Epoca Baja;9;253.42
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;7;Meses Epoca Baja;9;253.42
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;8;Meses Epoca Baja;9;253.42
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;9;Meses Epoca Baja;9;253.42
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;10;Meses Epoca Baja;9;253.42
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;11;Meses Epoca Media;16;423.08
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;MA;12;Meses Epoca Alta;31;783
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;1;Meses Epoca Alta;10.75;377
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;2;Meses Epoca Baja;4.61;120.605
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;3;Meses Epoca Baja;4.61;120.605
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;4;Meses Epoca Baja;4.61;120.605
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;5;Meses Epoca Baja;4.61;120.605
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;6;Meses Epoca Baja;4.61;120.605
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;7;Meses Epoca Media;6.825;180.925
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;8;Meses Epoca Media;6.825;180.925
Orinoquía;Río Meta;Río Meta - Tramo Bajo;Puerto Cabuyaro;UEP;9;Meses Epoca Alta;10.75;377
