Cuenca o Litoral;Estrato menor;Estrato;Sitio desembarco;Tipo de unidad;Mes;Epoca;Cuartil_inf;Cuartil_sup
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;11;Meses Epoca Baja;25.93;1.010.352
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;12;Meses Epoca Alta;52.5;4.888.375
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;1;Meses Epoca Alta;25;649.2
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;2;Meses Epoca Alta;25;649.2
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;3;Meses Epoca Baja;11;220.986
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;4;Meses Epoca Baja;11;220.986
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;5;Meses Epoca Baja;11;220.986
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;6;Meses Epoca Baja;11;220.986
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;7;Meses Epoca Media;8;183.825
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;8;Meses Epoca Media;8;183.825
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;9;Meses Epoca Baja;11;220.986
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;10;Meses Epoca Baja;11;220.986
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;11;Meses Epoca Baja;11;220.986
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);PM;12;Meses Epoca Alta;25;649.2
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;2;Meses Epoca Media;802.375;228.04
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;3;Meses Epoca Media;802.375;228.04
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;4;Meses Epoca Baja;5.6;146.28
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;5;Meses Epoca Baja;5.6;146.28
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;7;Meses Epoca Baja;5.6;146.28
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;8;Meses Epoca Baja;5.6;146.28
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;9;Meses Epoca Baja;5.6;146.28
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;10;Meses Epoca Baja;5.6;146.28
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;11;Meses Epoca Baja;5.6;146.28
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;IM;12;Meses Epoca Alta;6.735;213.935
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;1;Meses Epoca Alta;14.35;773.8
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;2;Meses Epoca Alta;14.35;773.8
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;3;Meses Epoca Baja;7;395.244
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;4;Meses Epoca Baja;7;395.244
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;5;Meses Epoca Baja;7;395.244
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;6;Meses Epoca Baja;7;395.244
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;7;Meses Epoca Media;8.35;355.55
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;8;Meses Epoca Media;8.35;355.55
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;9;Meses Epoca Baja;7;395.244
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;10;Meses Epoca Baja;7;395.244
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;11;Meses Epoca Baja;7;395.244
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Serviez;PM;12;Meses Epoca Alta;14.35;773.8
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;1;Meses Epoca Media;5.05;139.32
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;2;Meses Epoca Media;5.05;139.32
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;3;Meses Epoca Media;5.05;139.32
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;4;Meses Epoca Baja;4.375;604.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;5;Meses Epoca Baja;4.375;604.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;6;Meses Epoca Baja;4.375;604.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;7;Meses Epoca Baja;4.375;604.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;8;Meses Epoca Baja;4.375;604.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;9;Meses Epoca Baja;4.375;604.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;10;Meses Epoca Baja;4.375;604.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;11;Meses Epoca Baja;4.375;604.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;IM;12;Meses Epoca Alta;4.175;3.629.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;1;Meses Epoca Alta;8.225;2.408.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;2;Meses Epoca Alta;8.225;2.408.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;3;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;4;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;5;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;6;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;7;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;8;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;9;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;10;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;11;Meses Epoca Baja;2.275;53.65
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;MA;12;Meses Epoca Alta;8.225;2.408.875
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;PM;1;Meses Epoca Alta;69.125;25.738.125
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;PM;2;Meses Epoca Alta;69.125;25.738.125
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;PM;3;Meses Epoca Baja;4.65;36.25
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;PM;10;Meses Epoca Baja;4.65;36.25
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;PM;12;Meses Epoca Alta;69.125;25.738.125
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;1;Meses Epoca Alta;6.125;139
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;2;Meses Epoca Media;4;73.125
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;3;Meses Epoca Media;4;73.125
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;4;Meses Epoca Baja;48.125;366.065
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;5;Meses Epoca Baja;48.125;366.065
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;6;Meses Epoca Baja;48.125;366.065
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;7;Meses Epoca Media;4;73.125
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;8;Meses Epoca Baja;48.125;366.065
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;9;Meses Epoca Baja;48.125;366.065
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;10;Meses Epoca Baja;48.125;366.065
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;11;Meses Epoca Media;4;73.125
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Boyacá;UEP;12;Meses Epoca Alta;6.125;139
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;1;Meses Epoca Alta;3.22;91.9
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;2;Meses Epoca Alta;3.22;91.9
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;3;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;4;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;5;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;6;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;7;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;8;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;9;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;10;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;11;Meses Epoca Baja;30.225;518.725
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;MA;12;Meses Epoca Alta;3.22;91.9
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;1;Meses Epoca Alta;3;86.2
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;2;Meses Epoca Alta;3;86.2
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;3;Meses Epoca Baja;2.112;389.925
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;4;Meses Epoca Baja;2.112;389.925
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;5;Meses Epoca Baja;2.112;389.925
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;6;Meses Epoca Baja;2.112;389.925
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;7;Meses Epoca Media;1.915;31.09
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;8;Meses Epoca Media;1.915;31.09
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;9;Meses Epoca Baja;2.112;389.925
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;10;Meses Epoca Baja;2.112;389.925
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;11;Meses Epoca Baja;2.112;389.925
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;PM;12;Meses Epoca Alta;3;86.2
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;1;Meses Epoca Alta;2;66.1
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;2;Meses Epoca Media;2;27.373
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;3;Meses Epoca Media;2;27.373
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;4;Meses Epoca Baja;1.6;15.1
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;5;Meses Epoca Baja;1.6;15.1
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;6;Meses Epoca Baja;1.6;15.1
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;7;Meses Epoca Media;2;27.373
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;8;Meses Epoca Baja;1.6;15.1
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;9;Meses Epoca Baja;1.6;15.1
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;10;Meses Epoca Baja;1.6;15.1
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;11;Meses Epoca Media;2;27.373
Magdalena;Tramo Medio;Puerto Boyacá;Puerto Triunfo;UEP;12;Meses Epoca Alta;2;66.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;2;Meses Epoca Media;39.325;263.05
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;3;Meses Epoca Media;39.325;263.05
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;4;Meses Epoca Baja;24.6;154.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;5;Meses Epoca Baja;24.6;154.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;8;Meses Epoca Baja;24.6;154.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;9;Meses Epoca Baja;24.6;154.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;10;Meses Epoca Baja;24.6;154.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;11;Meses Epoca Baja;24.6;154.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;IM;12;Meses Epoca Alta;49.4;182.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;1;Meses Epoca Alta;29.8;362
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;2;Meses Epoca Alta;29.8;362
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;3;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;4;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;5;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;6;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;7;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;8;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;9;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;10;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;11;Meses Epoca Baja;20.5;245
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;MA;12;Meses Epoca Alta;29.8;362
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;1;Meses Epoca Alta;21.9;160.05
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;2;Meses Epoca Alta;21.9;160.05
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;3;Meses Epoca Baja;15;80
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;4;Meses Epoca Baja;15;80
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;5;Meses Epoca Baja;15;80
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;6;Meses Epoca Baja;15;80
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;7;Meses Epoca Media;17.875;115.125
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;8;Meses Epoca Media;17.875;115.125
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;9;Meses Epoca Baja;15;80
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;10;Meses Epoca Baja;15;80
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;11;Meses Epoca Baja;15;80
Magdalena;Tramo Medio;Puerto Wilches;Puerto Wilches;PM;12;Meses Epoca Alta;21.9;160.05
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;IM;10;Meses Epoca Baja;12.1;56.2
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;IM;11;Meses Epoca Baja;12.1;56.2
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;1;Meses Epoca Alta;41.475;789
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;2;Meses Epoca Alta;41.475;789
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;3;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;4;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;5;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;6;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;7;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;8;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;9;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;10;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;11;Meses Epoca Baja;23.17;340.71
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;MA;12;Meses Epoca Alta;41.475;789
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;1;Meses Epoca Alta;17;461.55
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;2;Meses Epoca Alta;17;461.55
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;3;Meses Epoca Baja;7;172.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;4;Meses Epoca Baja;7;172.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;5;Meses Epoca Baja;7;172.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;6;Meses Epoca Baja;7;172.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;7;Meses Epoca Media;6;192.3
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;8;Meses Epoca Media;6;192.3
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;9;Meses Epoca Baja;7;172.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;10;Meses Epoca Baja;7;172.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;11;Meses Epoca Baja;7;172.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;PM;12;Meses Epoca Alta;17;461.55
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;1;Meses Epoca Alta;18.6;516.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;2;Meses Epoca Media;9.4;213.25
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;3;Meses Epoca Media;9.4;213.25
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;4;Meses Epoca Baja;9;101.1
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;5;Meses Epoca Baja;9;101.1
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;6;Meses Epoca Baja;9;101.1
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;7;Meses Epoca Media;9.4;213.25
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;8;Meses Epoca Baja;9;101.1
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;9;Meses Epoca Baja;9;101.1
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;10;Meses Epoca Baja;9;101.1
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;11;Meses Epoca Media;9.4;213.25
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UEP;12;Meses Epoca Alta;18.6;516.4
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;2;Meses Epoca Baja;15;134.36
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;3;Meses Epoca Baja;15;134.36
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;4;Meses Epoca Media;15.7;149.3
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;5;Meses Epoca Media;15.7;149.3
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;6;Meses Epoca Media;15.7;149.3
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;7;Meses Epoca Media;15.7;149.3
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;8;Meses Epoca Baja;15;134.36
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;9;Meses Epoca Baja;15;134.36
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;10;Meses Epoca Alta;37.35;735
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;11;Meses Epoca Alta;37.35;735
Magdalena;Tramo Medio;Puerto Wilches;La Gloria;UTA;12;Meses Epoca Media;15.7;149.3
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;1;Meses Epoca Media;4.25;311
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;2;Meses Epoca Media;4.25;311
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;3;Meses Epoca Media;4.25;311
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;4;Meses Epoca Baja;7.5;106.45
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;5;Meses Epoca Baja;7.5;106.45
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;6;Meses Epoca Baja;7.5;106.45
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;7;Meses Epoca Baja;7.5;106.45
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;8;Meses Epoca Baja;7.5;106.45
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;9;Meses Epoca Baja;7.5;106.45
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;10;Meses Epoca Baja;7.5;106.45
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;11;Meses Epoca Baja;7.5;106.45
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;IM;12;Meses Epoca Alta;7.875;246.875
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;1;Meses Epoca Alta;17.85;576.25
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;2;Meses Epoca Alta;17.85;576.25
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;3;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;4;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;5;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;6;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;7;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;8;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;9;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;10;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;11;Meses Epoca Baja;11;175.764
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;MA;12;Meses Epoca Alta;17.85;576.25
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;1;Meses Epoca Alta;6;177.5
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;2;Meses Epoca Alta;6;177.5
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;3;Meses Epoca Baja;3.5;684.915
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;4;Meses Epoca Baja;3.5;684.915
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;5;Meses Epoca Baja;3.5;684.915
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;6;Meses Epoca Baja;3.5;684.915
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;7;Meses Epoca Media;4.7;87.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;8;Meses Epoca Media;4.7;87.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;9;Meses Epoca Baja;3.5;684.915
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;10;Meses Epoca Baja;3.5;684.915
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;11;Meses Epoca Baja;3.5;684.915
Magdalena;Tramo Medio;Puerto Wilches;Puerto de Gamarra;PM;12;Meses Epoca Alta;6;177.5
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;1;Meses Epoca Alta;20.25;1455.25
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;2;Meses Epoca Alta;20.25;1455.25
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;3;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;4;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;5;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;6;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;7;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;8;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;9;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;10;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;11;Meses Epoca Baja;14;550.425
Magdalena;Tramo Medio;Puerto Wilches;Puerto César Augusto;MA;12;Meses Epoca Alta;20.25;1455.25
Magdalena;Tramo Medio;Puerto Wilches;Puerto Víctor Peña;MA;1;Meses Epoca Alta;14;585.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Víctor Peña;MA;2;Meses Epoca Alta;14;585.1
Magdalena;Tramo Medio;Puerto Wilches;Puerto Víctor Peña;MA;3;Meses Epoca Baja;13.25;546.25
Magdalena;Tramo Medio;Puerto Wilches;Puerto Víctor Peña;MA;4;Meses Epoca Baja;13.25;546.25
