Cuenca o Litoral.x;Estrato menor;Estrato;No del sitio de desembarco;Sitio desembarco.x;Tipo de unidad.x;Mes;Epoca;Sitio_TU_Mes;Sitio_TU_Epoca;Cuenca o Litoral;Sitio desembarco.y;Tipo de unidad.y;Cuartil_inf;Cuartil_sup
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;3;Meses Epoca Media;Puerto Barrio El Progreso_UEP_3;Puerto Barrio El Progreso_UEP_Meses Epoca Media;Magdalena;Puerto Barrio El Progreso;UEP;1,27;6,97
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;4;Meses Epoca Baja;Puerto Barrio El Progreso_UEP_4;Puerto Barrio El Progreso_UEP_Meses Epoca Baja;Magdalena;Puerto Barrio El Progreso;UEP;1,29;5,4
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;5;Meses Epoca Baja;Puerto Barrio El Progreso_UEP_5;Puerto Barrio El Progreso_UEP_Meses Epoca Baja;Magdalena;Puerto Barrio El Progreso;UEP;1,29;5,4
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;6;Meses Epoca Baja;Puerto Barrio El Progreso_UEP_6;Puerto Barrio El Progreso_UEP_Meses Epoca Baja;Magdalena;Puerto Barrio El Progreso;UEP;1,29;5,4
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;7;Meses Epoca Media;Puerto Barrio El Progreso_UEP_7;Puerto Barrio El Progreso_UEP_Meses Epoca Media;Magdalena;Puerto Barrio El Progreso;UEP;1,27;6,97
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;8;Meses Epoca Baja;Puerto Barrio El Progreso_UEP_8;Puerto Barrio El Progreso_UEP_Meses Epoca Baja;Magdalena;Puerto Barrio El Progreso;UEP;1,29;5,4
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;9;Meses Epoca Baja;Puerto Barrio El Progreso_UEP_9;Puerto Barrio El Progreso_UEP_Meses Epoca Baja;Magdalena;Puerto Barrio El Progreso;UEP;1,29;5,4
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;10;Meses Epoca Baja;Puerto Barrio El Progreso_UEP_10;Puerto Barrio El Progreso_UEP_Meses Epoca Baja;Magdalena;Puerto Barrio El Progreso;UEP;1,29;5,4
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;11;Meses Epoca Media;Puerto Barrio El Progreso_UEP_11;Puerto Barrio El Progreso_UEP_Meses Epoca Media;Magdalena;Puerto Barrio El Progreso;UEP;1,27;6,97
Magdalena;Tramo Medio;Puerto Wilches;18;Puerto Barrio El Progreso;UEP;12;Meses Epoca Alta;Puerto Barrio El Progreso_UEP_12;Puerto Barrio El Progreso_UEP_Meses Epoca Alta;Magdalena;Puerto Barrio El Progreso;UEP;1,2;5,2
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;1;Meses Epoca Media;Casco Urbano (Arauca)_MA_1;Casco Urbano (Arauca)_MA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);MA;291,06;3793,32
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;2;Meses Epoca Media;Casco Urbano (Arauca)_MA_2;Casco Urbano (Arauca)_MA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);MA;291,06;3793,32
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;3;Meses Epoca Media;Casco Urbano (Arauca)_MA_3;Casco Urbano (Arauca)_MA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);MA;291,06;3793,32
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;4;Meses Epoca Media;Casco Urbano (Arauca)_MA_4;Casco Urbano (Arauca)_MA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);MA;291,06;3793,32
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;5;Meses Epoca Baja;Casco Urbano (Arauca)_MA_5;Casco Urbano (Arauca)_MA_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);MA;123,38;1302,5
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;7;Meses Epoca Baja;Casco Urbano (Arauca)_MA_7;Casco Urbano (Arauca)_MA_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);MA;123,38;1302,5
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;8;Meses Epoca Baja;Casco Urbano (Arauca)_MA_8;Casco Urbano (Arauca)_MA_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);MA;123,38;1302,5
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;9;Meses Epoca Baja;Casco Urbano (Arauca)_MA_9;Casco Urbano (Arauca)_MA_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);MA;123,38;1302,5
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;10;Meses Epoca Baja;Casco Urbano (Arauca)_MA_10;Casco Urbano (Arauca)_MA_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);MA;123,38;1302,5
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;11;Meses Epoca Alta;Casco Urbano (Arauca)_MA_11;Casco Urbano (Arauca)_MA_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);MA;423,68;4787
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);MA;12;Meses Epoca Alta;Casco Urbano (Arauca)_MA_12;Casco Urbano (Arauca)_MA_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);MA;423,68;4787
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;1;Meses Epoca Media;Casco Urbano (Arauca)_PM_1;Casco Urbano (Arauca)_PM_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);PM;28;443,55
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;2;Meses Epoca Media;Casco Urbano (Arauca)_PM_2;Casco Urbano (Arauca)_PM_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);PM;28;443,55
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;3;Meses Epoca Media;Casco Urbano (Arauca)_PM_3;Casco Urbano (Arauca)_PM_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);PM;28;443,55
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;4;Meses Epoca Media;Casco Urbano (Arauca)_PM_4;Casco Urbano (Arauca)_PM_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);PM;28;443,55
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;5;Meses Epoca Baja;Casco Urbano (Arauca)_PM_5;Casco Urbano (Arauca)_PM_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);PM;18,08;219,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;6;Meses Epoca Baja;Casco Urbano (Arauca)_PM_6;Casco Urbano (Arauca)_PM_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);PM;18,08;219,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;7;Meses Epoca Baja;Casco Urbano (Arauca)_PM_7;Casco Urbano (Arauca)_PM_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);PM;18,08;219,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;8;Meses Epoca Baja;Casco Urbano (Arauca)_PM_8;Casco Urbano (Arauca)_PM_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);PM;18,08;219,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;9;Meses Epoca Baja;Casco Urbano (Arauca)_PM_9;Casco Urbano (Arauca)_PM_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);PM;18,08;219,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;10;Meses Epoca Baja;Casco Urbano (Arauca)_PM_10;Casco Urbano (Arauca)_PM_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);PM;18,08;219,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;11;Meses Epoca Alta;Casco Urbano (Arauca)_PM_11;Casco Urbano (Arauca)_PM_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);PM;37;1824
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);PM;12;Meses Epoca Alta;Casco Urbano (Arauca)_PM_12;Casco Urbano (Arauca)_PM_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);PM;37;1824
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;2;Meses Epoca Media;Casco Urbano (Arauca)_UEP_2;Casco Urbano (Arauca)_UEP_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UEP;12,44;310,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;3;Meses Epoca Media;Casco Urbano (Arauca)_UEP_3;Casco Urbano (Arauca)_UEP_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UEP;12,44;310,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;4;Meses Epoca Media;Casco Urbano (Arauca)_UEP_4;Casco Urbano (Arauca)_UEP_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UEP;12,44;310,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;5;Meses Epoca Baja;Casco Urbano (Arauca)_UEP_5;Casco Urbano (Arauca)_UEP_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);UEP;9,08;89,56
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;6;Meses Epoca Baja;Casco Urbano (Arauca)_UEP_6;Casco Urbano (Arauca)_UEP_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);UEP;9,08;89,56
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;7;Meses Epoca Alta;Casco Urbano (Arauca)_UEP_7;Casco Urbano (Arauca)_UEP_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);UEP;24,68;575,4
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;8;Meses Epoca Alta;Casco Urbano (Arauca)_UEP_8;Casco Urbano (Arauca)_UEP_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);UEP;24,68;575,4
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;9;Meses Epoca Media;Casco Urbano (Arauca)_UEP_9;Casco Urbano (Arauca)_UEP_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UEP;12,44;310,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;10;Meses Epoca Media;Casco Urbano (Arauca)_UEP_10;Casco Urbano (Arauca)_UEP_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UEP;12,44;310,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;11;Meses Epoca Media;Casco Urbano (Arauca)_UEP_11;Casco Urbano (Arauca)_UEP_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UEP;12,44;310,7
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UEP;12;Meses Epoca Alta;Casco Urbano (Arauca)_UEP_12;Casco Urbano (Arauca)_UEP_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);UEP;24,68;575,4
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;1;Meses Epoca Media;Casco Urbano (Arauca)_UTA_1;Casco Urbano (Arauca)_UTA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UTA;61,95;1760,27
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;2;Meses Epoca Media;Casco Urbano (Arauca)_UTA_2;Casco Urbano (Arauca)_UTA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UTA;61,95;1760,27
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;3;Meses Epoca Media;Casco Urbano (Arauca)_UTA_3;Casco Urbano (Arauca)_UTA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UTA;61,95;1760,27
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;4;Meses Epoca Baja;Casco Urbano (Arauca)_UTA_4;Casco Urbano (Arauca)_UTA_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);UTA;44,26;766,9
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;5;Meses Epoca Baja;Casco Urbano (Arauca)_UTA_5;Casco Urbano (Arauca)_UTA_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);UTA;44,26;766,9
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;6;Meses Epoca Baja;Casco Urbano (Arauca)_UTA_6;Casco Urbano (Arauca)_UTA_Meses Epoca Baja;Orinoquía;Casco Urbano (Arauca);UTA;44,26;766,9
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;7;Meses Epoca Media;Casco Urbano (Arauca)_UTA_7;Casco Urbano (Arauca)_UTA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UTA;61,95;1760,27
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;8;Meses Epoca Media;Casco Urbano (Arauca)_UTA_8;Casco Urbano (Arauca)_UTA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UTA;61,95;1760,27
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;9;Meses Epoca Media;Casco Urbano (Arauca)_UTA_9;Casco Urbano (Arauca)_UTA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UTA;61,95;1760,27
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;10;Meses Epoca Media;Casco Urbano (Arauca)_UTA_10;Casco Urbano (Arauca)_UTA_Meses Epoca Media;Orinoquía;Casco Urbano (Arauca);UTA;61,95;1760,27
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;11;Meses Epoca Alta;Casco Urbano (Arauca)_UTA_11;Casco Urbano (Arauca)_UTA_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);UTA;255,68;2926,83
Orinoquía;Río Arauca;Río Arauca;16;Casco Urbano (Arauca);UTA;12;Meses Epoca Alta;Casco Urbano (Arauca)_UTA_12;Casco Urbano (Arauca)_UTA_Meses Epoca Alta;Orinoquía;Casco Urbano (Arauca);UTA;255,68;2926,83
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;1;Meses Epoca Baja;Clarinetero_MA_1;Clarinetero_MA_Meses Epoca Baja;Orinoquía;Clarinetero;MA;47,35;3054,48
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;2;Meses Epoca Baja;Clarinetero_MA_2;Clarinetero_MA_Meses Epoca Baja;Orinoquía;Clarinetero;MA;47,35;3054,48
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;3;Meses Epoca Baja;Clarinetero_MA_3;Clarinetero_MA_Meses Epoca Baja;Orinoquía;Clarinetero;MA;47,35;3054,48
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;4;Meses Epoca Baja;Clarinetero_MA_4;Clarinetero_MA_Meses Epoca Baja;Orinoquía;Clarinetero;MA;47,35;3054,48
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;5;Meses Epoca Baja;Clarinetero_MA_5;Clarinetero_MA_Meses Epoca Baja;Orinoquía;Clarinetero;MA;47,35;3054,48
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;6;Meses Epoca Baja;Clarinetero_MA_6;Clarinetero_MA_Meses Epoca Baja;Orinoquía;Clarinetero;MA;47,35;3054,48
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;7;Meses Epoca Baja;Clarinetero_MA_7;Clarinetero_MA_Meses Epoca Baja;Orinoquía;Clarinetero;MA;47,35;3054,48
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;8;Meses Epoca Alta;Clarinetero_MA_8;Clarinetero_MA_Meses Epoca Alta;Orinoquía;Clarinetero;MA;81,8;16623,68
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;9;Meses Epoca Alta;Clarinetero_MA_9;Clarinetero_MA_Meses Epoca Alta;Orinoquía;Clarinetero;MA;81,8;16623,68
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;10;Meses Epoca Media;Clarinetero_MA_10;Clarinetero_MA_Meses Epoca Media;Orinoquía;Clarinetero;MA;55,28;10573,4
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;11;Meses Epoca Media;Clarinetero_MA_11;Clarinetero_MA_Meses Epoca Media;Orinoquía;Clarinetero;MA;55,28;10573,4
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;MA;12;Meses Epoca Alta;Clarinetero_MA_12;Clarinetero_MA_Meses Epoca Alta;Orinoquía;Clarinetero;MA;81,8;16623,68
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;1;Meses Epoca Media;Clarinetero_UEP_1;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;2;Meses Epoca Media;Clarinetero_UEP_2;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;3;Meses Epoca Media;Clarinetero_UEP_3;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;4;Meses Epoca Media;Clarinetero_UEP_4;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;5;Meses Epoca Baja;Clarinetero_UEP_5;Clarinetero_UEP_Meses Epoca Baja;Orinoquía;Clarinetero;UEP;4,42;46,86
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;6;Meses Epoca Media;Clarinetero_UEP_6;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;7;Meses Epoca Media;Clarinetero_UEP_7;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;8;Meses Epoca Media;Clarinetero_UEP_8;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;9;Meses Epoca Media;Clarinetero_UEP_9;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;10;Meses Epoca Media;Clarinetero_UEP_10;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;11;Meses Epoca Alta;Clarinetero_UEP_11;Clarinetero_UEP_Meses Epoca Alta;Orinoquía;Clarinetero;UEP;18,47;364,83
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UEP;12;Meses Epoca Media;Clarinetero_UEP_12;Clarinetero_UEP_Meses Epoca Media;Orinoquía;Clarinetero;UEP;13,32;103,06
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;1;Meses Epoca Media;Clarinetero_UTA_1;Clarinetero_UTA_Meses Epoca Media;Orinoquía;Clarinetero;UTA;434,84;1695,96
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;2;Meses Epoca Media;Clarinetero_UTA_2;Clarinetero_UTA_Meses Epoca Media;Orinoquía;Clarinetero;UTA;434,84;1695,96
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;3;Meses Epoca Media;Clarinetero_UTA_3;Clarinetero_UTA_Meses Epoca Media;Orinoquía;Clarinetero;UTA;434,84;1695,96
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;4;Meses Epoca Media;Clarinetero_UTA_4;Clarinetero_UTA_Meses Epoca Media;Orinoquía;Clarinetero;UTA;434,84;1695,96
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;5;Meses Epoca Baja;Clarinetero_UTA_5;Clarinetero_UTA_Meses Epoca Baja;Orinoquía;Clarinetero;UTA;179,3;202,7
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;7;Meses Epoca Media;Clarinetero_UTA_7;Clarinetero_UTA_Meses Epoca Media;Orinoquía;Clarinetero;UTA;434,84;1695,96
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;8;Meses Epoca Media;Clarinetero_UTA_8;Clarinetero_UTA_Meses Epoca Media;Orinoquía;Clarinetero;UTA;434,84;1695,96
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;9;Meses Epoca Media;Clarinetero_UTA_9;Clarinetero_UTA_Meses Epoca Media;Orinoquía;Clarinetero;UTA;434,84;1695,96
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;10;Meses Epoca Media;Clarinetero_UTA_10;Clarinetero_UTA_Meses Epoca Media;Orinoquía;Clarinetero;UTA;434,84;1695,96
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;11;Meses Epoca Alta;Clarinetero_UTA_11;Clarinetero_UTA_Meses Epoca Alta;Orinoquía;Clarinetero;UTA;736,94;4878,48
Orinoquía;Río Arauca;Río Arauca;17;Clarinetero;UTA;12;Meses Epoca Alta;Clarinetero_UTA_12;Clarinetero_UTA_Meses Epoca Alta;Orinoquía;Clarinetero;UTA;736,94;4878,48
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;1;Meses Epoca Alta;Puerto (Arauquita)_IM_1;Puerto (Arauquita)_IM_Meses Epoca Alta;Orinoquía;Puerto (Arauquita);IM;16,63;167,4
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;2;Meses Epoca Alta;Puerto (Arauquita)_IM_2;Puerto (Arauquita)_IM_Meses Epoca Alta;Orinoquía;Puerto (Arauquita);IM;16,63;167,4
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;3;Meses Epoca Media;Puerto (Arauquita)_IM_3;Puerto (Arauquita)_IM_Meses Epoca Media;Orinoquía;Puerto (Arauquita);IM;9,65;73,65
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;4;Meses Epoca Media;Puerto (Arauquita)_IM_4;Puerto (Arauquita)_IM_Meses Epoca Media;Orinoquía;Puerto (Arauquita);IM;9,65;73,65
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;5;Meses Epoca Baja;Puerto (Arauquita)_IM_5;Puerto (Arauquita)_IM_Meses Epoca Baja;Orinoquía;Puerto (Arauquita);IM;11;38,4
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;6;Meses Epoca Baja;Puerto (Arauquita)_IM_6;Puerto (Arauquita)_IM_Meses Epoca Baja;Orinoquía;Puerto (Arauquita);IM;11;38,4
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;7;Meses Epoca Baja;Puerto (Arauquita)_IM_7;Puerto (Arauquita)_IM_Meses Epoca Baja;Orinoquía;Puerto (Arauquita);IM;11;38,4
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;8;Meses Epoca Media;Puerto (Arauquita)_IM_8;Puerto (Arauquita)_IM_Meses Epoca Media;Orinoquía;Puerto (Arauquita);IM;9,65;73,65
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;9;Meses Epoca Media;Puerto (Arauquita)_IM_9;Puerto (Arauquita)_IM_Meses Epoca Media;Orinoquía;Puerto (Arauquita);IM;9,65;73,65
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;10;Meses Epoca Media;Puerto (Arauquita)_IM_10;Puerto (Arauquita)_IM_Meses Epoca Media;Orinoquía;Puerto (Arauquita);IM;9,65;73,65
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;11;Meses Epoca Media;Puerto (Arauquita)_IM_11;Puerto (Arauquita)_IM_Meses Epoca Media;Orinoquía;Puerto (Arauquita);IM;9,65;73,65
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);IM;12;Meses Epoca Alta;Puerto (Arauquita)_IM_12;Puerto (Arauquita)_IM_Meses Epoca Alta;Orinoquía;Puerto (Arauquita);IM;16,63;167,4
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;1;Meses Epoca Alta;Puerto (Arauquita)_MA_1;Puerto (Arauquita)_MA_Meses Epoca Alta;Orinoquía;Puerto (Arauquita);MA;89,33;1280,15
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;2;Meses Epoca Media;Puerto (Arauquita)_MA_2;Puerto (Arauquita)_MA_Meses Epoca Media;Orinoquía;Puerto (Arauquita);MA;34,49;714,48
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;3;Meses Epoca Media;Puerto (Arauquita)_MA_3;Puerto (Arauquita)_MA_Meses Epoca Media;Orinoquía;Puerto (Arauquita);MA;34,49;714,48
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;4;Meses Epoca Media;Puerto (Arauquita)_MA_4;Puerto (Arauquita)_MA_Meses Epoca Media;Orinoquía;Puerto (Arauquita);MA;34,49;714,48
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;5;Meses Epoca Baja;Puerto (Arauquita)_MA_5;Puerto (Arauquita)_MA_Meses Epoca Baja;Orinoquía;Puerto (Arauquita);MA;23,55;344,23
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;6;Meses Epoca Baja;Puerto (Arauquita)_MA_6;Puerto (Arauquita)_MA_Meses Epoca Baja;Orinoquía;Puerto (Arauquita);MA;23,55;344,23
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;7;Meses Epoca Baja;Puerto (Arauquita)_MA_7;Puerto (Arauquita)_MA_Meses Epoca Baja;Orinoquía;Puerto (Arauquita);MA;23,55;344,23
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;8;Meses Epoca Media;Puerto (Arauquita)_MA_8;Puerto (Arauquita)_MA_Meses Epoca Media;Orinoquía;Puerto (Arauquita);MA;34,49;714,48
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;9;Meses Epoca Media;Puerto (Arauquita)_MA_9;Puerto (Arauquita)_MA_Meses Epoca Media;Orinoquía;Puerto (Arauquita);MA;34,49;714,48
Orinoquía;Río Arauca;Río Arauca;18;Puerto (Arauquita);MA;10;Meses Epoca Baja;Puerto (Arauquita)_MA_10;Puerto (Arauquita)_MA_Meses Epoca Baja;Orinoquía;Puerto (Arauquita);MA;23,55;344,23
