Cuenca o Litoral.x;Estrato menor;Estrato;No del sitio de desembarco;Sitio desembarco.x;Tipo de unidad.x;Mes;Epoca;Sitio_TU_Mes;Sitio_TU_Epoca;Cuenca o Litoral;Sitio desembarco.y;Tipo de unidad.y;Cuartil_inf;Cuartil_sup
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;5;Meses Epoca Baja;La Rampa (Barrancabermeja)_IM_5;La Rampa (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);IM;41,06;925,36
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;6;Meses Epoca Baja;La Rampa (Barrancabermeja)_IM_6;La Rampa (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);IM;41,06;925,36
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;7;Meses Epoca Baja;La Rampa (Barrancabermeja)_IM_7;La Rampa (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);IM;41,06;925,36
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;8;Meses Epoca Baja;La Rampa (Barrancabermeja)_IM_8;La Rampa (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);IM;41,06;925,36
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;9;Meses Epoca Baja;La Rampa (Barrancabermeja)_IM_9;La Rampa (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);IM;41,06;925,36
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;10;Meses Epoca Baja;La Rampa (Barrancabermeja)_IM_10;La Rampa (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);IM;41,06;925,36
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;11;Meses Epoca Baja;La Rampa (Barrancabermeja)_IM_11;La Rampa (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);IM;41,06;925,36
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;12;Meses Epoca Alta;La Rampa (Barrancabermeja)_IM_12;La Rampa (Barrancabermeja)_IM_Meses Epoca Alta;Magdalena;La Rampa (Barrancabermeja);IM;83,4;2494
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;1;Meses Epoca Alta;La Rampa (Barrancabermeja)_MA_1;La Rampa (Barrancabermeja)_MA_Meses Epoca Alta;Magdalena;La Rampa (Barrancabermeja);MA;22,77;1352,82
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;2;Meses Epoca Alta;La Rampa (Barrancabermeja)_MA_2;La Rampa (Barrancabermeja)_MA_Meses Epoca Alta;Magdalena;La Rampa (Barrancabermeja);MA;22,77;1352,82
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;3;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_3;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;4;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_4;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;5;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_5;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;6;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_6;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;7;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_7;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;8;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_8;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;9;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_9;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;10;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_10;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;11;Meses Epoca Baja;La Rampa (Barrancabermeja)_MA_11;La Rampa (Barrancabermeja)_MA_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);MA;20,21;438,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);MA;12;Meses Epoca Alta;La Rampa (Barrancabermeja)_MA_12;La Rampa (Barrancabermeja)_MA_Meses Epoca Alta;Magdalena;La Rampa (Barrancabermeja);MA;22,77;1352,82
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;1;Meses Epoca Alta;La Rampa (Barrancabermeja)_PM_1;La Rampa (Barrancabermeja)_PM_Meses Epoca Alta;Magdalena;La Rampa (Barrancabermeja);PM;11,9;345,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;2;Meses Epoca Alta;La Rampa (Barrancabermeja)_PM_2;La Rampa (Barrancabermeja)_PM_Meses Epoca Alta;Magdalena;La Rampa (Barrancabermeja);PM;11,9;345,8
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;3;Meses Epoca Baja;La Rampa (Barrancabermeja)_PM_3;La Rampa (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);PM;12;221,86
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;4;Meses Epoca Baja;La Rampa (Barrancabermeja)_PM_4;La Rampa (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);PM;12;221,86
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;5;Meses Epoca Baja;La Rampa (Barrancabermeja)_PM_5;La Rampa (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);PM;12;221,86
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;6;Meses Epoca Baja;La Rampa (Barrancabermeja)_PM_6;La Rampa (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);PM;12;221,86
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;7;Meses Epoca Media;La Rampa (Barrancabermeja)_PM_7;La Rampa (Barrancabermeja)_PM_Meses Epoca Media;Magdalena;La Rampa (Barrancabermeja);PM;18,23;314,17
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;8;Meses Epoca Media;La Rampa (Barrancabermeja)_PM_8;La Rampa (Barrancabermeja)_PM_Meses Epoca Media;Magdalena;La Rampa (Barrancabermeja);PM;18,23;314,17
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;9;Meses Epoca Baja;La Rampa (Barrancabermeja)_PM_9;La Rampa (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);PM;12;221,86
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;10;Meses Epoca Baja;La Rampa (Barrancabermeja)_PM_10;La Rampa (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);PM;12;221,86
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;11;Meses Epoca Baja;La Rampa (Barrancabermeja)_PM_11;La Rampa (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);PM;12;221,86
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);PM;12;Meses Epoca Alta;La Rampa (Barrancabermeja)_PM_12;La Rampa (Barrancabermeja)_PM_Meses Epoca Alta;Magdalena;La Rampa (Barrancabermeja);PM;11,9;345,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;1;Meses Epoca Media;El Muelle (Barrancabermeja)_IM_1;El Muelle (Barrancabermeja)_IM_Meses Epoca Media;Magdalena;El Muelle (Barrancabermeja);IM;25,24;784,39
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;2;Meses Epoca Media;El Muelle (Barrancabermeja)_IM_2;El Muelle (Barrancabermeja)_IM_Meses Epoca Media;Magdalena;El Muelle (Barrancabermeja);IM;25,24;784,39
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;3;Meses Epoca Media;El Muelle (Barrancabermeja)_IM_3;El Muelle (Barrancabermeja)_IM_Meses Epoca Media;Magdalena;El Muelle (Barrancabermeja);IM;25,24;784,39
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;4;Meses Epoca Baja;El Muelle (Barrancabermeja)_IM_4;El Muelle (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);IM;17,82;581,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;5;Meses Epoca Baja;El Muelle (Barrancabermeja)_IM_5;El Muelle (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);IM;17,82;581,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;6;Meses Epoca Baja;El Muelle (Barrancabermeja)_IM_6;El Muelle (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);IM;17,82;581,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;7;Meses Epoca Baja;El Muelle (Barrancabermeja)_IM_7;El Muelle (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);IM;17,82;581,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;8;Meses Epoca Baja;El Muelle (Barrancabermeja)_IM_8;El Muelle (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);IM;17,82;581,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;9;Meses Epoca Baja;El Muelle (Barrancabermeja)_IM_9;El Muelle (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);IM;17,82;581,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;10;Meses Epoca Baja;El Muelle (Barrancabermeja)_IM_10;El Muelle (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);IM;17,82;581,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;11;Meses Epoca Baja;El Muelle (Barrancabermeja)_IM_11;El Muelle (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);IM;17,82;581,8
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);IM;12;Meses Epoca Alta;El Muelle (Barrancabermeja)_IM_12;El Muelle (Barrancabermeja)_IM_Meses Epoca Alta;Magdalena;El Muelle (Barrancabermeja);IM;50,45;1350,86
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;1;Meses Epoca Alta;El Muelle (Barrancabermeja)_PM_1;El Muelle (Barrancabermeja)_PM_Meses Epoca Alta;Magdalena;El Muelle (Barrancabermeja);PM;25,6;470,3
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;2;Meses Epoca Alta;El Muelle (Barrancabermeja)_PM_2;El Muelle (Barrancabermeja)_PM_Meses Epoca Alta;Magdalena;El Muelle (Barrancabermeja);PM;25,6;470,3
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;3;Meses Epoca Baja;El Muelle (Barrancabermeja)_PM_3;El Muelle (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);PM;13,4;263,7
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;4;Meses Epoca Baja;El Muelle (Barrancabermeja)_PM_4;El Muelle (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);PM;13,4;263,7
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;5;Meses Epoca Baja;El Muelle (Barrancabermeja)_PM_5;El Muelle (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);PM;13,4;263,7
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;6;Meses Epoca Baja;El Muelle (Barrancabermeja)_PM_6;El Muelle (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);PM;13,4;263,7
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;7;Meses Epoca Media;El Muelle (Barrancabermeja)_PM_7;El Muelle (Barrancabermeja)_PM_Meses Epoca Media;Magdalena;El Muelle (Barrancabermeja);PM;11,2;232,85
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;8;Meses Epoca Media;El Muelle (Barrancabermeja)_PM_8;El Muelle (Barrancabermeja)_PM_Meses Epoca Media;Magdalena;El Muelle (Barrancabermeja);PM;11,2;232,85
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;9;Meses Epoca Baja;El Muelle (Barrancabermeja)_PM_9;El Muelle (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);PM;13,4;263,7
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;10;Meses Epoca Baja;El Muelle (Barrancabermeja)_PM_10;El Muelle (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);PM;13,4;263,7
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;11;Meses Epoca Baja;El Muelle (Barrancabermeja)_PM_11;El Muelle (Barrancabermeja)_PM_Meses Epoca Baja;Magdalena;El Muelle (Barrancabermeja);PM;13,4;263,7
Magdalena;Tramo Medio;Barrancabermeja;11;El Muelle (Barrancabermeja);PM;12;Meses Epoca Alta;El Muelle (Barrancabermeja)_PM_12;El Muelle (Barrancabermeja)_PM_Meses Epoca Alta;Magdalena;El Muelle (Barrancabermeja);PM;25,6;470,3
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;MA;1;Meses Epoca Alta;Puerto Bogotá_MA_1;Puerto Bogotá_MA_Meses Epoca Alta;Magdalena;Puerto Bogotá;MA;12;58,9
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;MA;2;Meses Epoca Alta;Puerto Bogotá_MA_2;Puerto Bogotá_MA_Meses Epoca Alta;Magdalena;Puerto Bogotá;MA;12;58,9
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;MA;3;Meses Epoca Baja;Puerto Bogotá_MA_3;Puerto Bogotá_MA_Meses Epoca Baja;Magdalena;Puerto Bogotá;MA;13,5;123,3
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;PM;2;Meses Epoca Alta;Puerto Bogotá_PM_2;Puerto Bogotá_PM_Meses Epoca Alta;Magdalena;Puerto Bogotá;PM;49,74;137,6
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;PM;3;Meses Epoca Baja;Puerto Bogotá_PM_3;Puerto Bogotá_PM_Meses Epoca Baja;Magdalena;Puerto Bogotá;PM;11,1;144,52
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;PM;4;Meses Epoca Baja;Puerto Bogotá_PM_4;Puerto Bogotá_PM_Meses Epoca Baja;Magdalena;Puerto Bogotá;PM;11,1;144,52
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;PM;7;Meses Epoca Media;Puerto Bogotá_PM_7;Puerto Bogotá_PM_Meses Epoca Media;Magdalena;Puerto Bogotá;PM;6,2;47,2
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;PM;8;Meses Epoca Media;Puerto Bogotá_PM_8;Puerto Bogotá_PM_Meses Epoca Media;Magdalena;Puerto Bogotá;PM;6,2;47,2
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;1;Meses Epoca Alta;Puerto Bogotá_UEP_1;Puerto Bogotá_UEP_Meses Epoca Alta;Magdalena;Puerto Bogotá;UEP;1,5;20
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;2;Meses Epoca Media;Puerto Bogotá_UEP_2;Puerto Bogotá_UEP_Meses Epoca Media;Magdalena;Puerto Bogotá;UEP;2,25;32,21
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;3;Meses Epoca Media;Puerto Bogotá_UEP_3;Puerto Bogotá_UEP_Meses Epoca Media;Magdalena;Puerto Bogotá;UEP;2,25;32,21
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;4;Meses Epoca Baja;Puerto Bogotá_UEP_4;Puerto Bogotá_UEP_Meses Epoca Baja;Magdalena;Puerto Bogotá;UEP;1,5;13
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;5;Meses Epoca Baja;Puerto Bogotá_UEP_5;Puerto Bogotá_UEP_Meses Epoca Baja;Magdalena;Puerto Bogotá;UEP;1,5;13
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;6;Meses Epoca Baja;Puerto Bogotá_UEP_6;Puerto Bogotá_UEP_Meses Epoca Baja;Magdalena;Puerto Bogotá;UEP;1,5;13
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;7;Meses Epoca Media;Puerto Bogotá_UEP_7;Puerto Bogotá_UEP_Meses Epoca Media;Magdalena;Puerto Bogotá;UEP;2,25;32,21
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;8;Meses Epoca Baja;Puerto Bogotá_UEP_8;Puerto Bogotá_UEP_Meses Epoca Baja;Magdalena;Puerto Bogotá;UEP;1,5;13
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;9;Meses Epoca Baja;Puerto Bogotá_UEP_9;Puerto Bogotá_UEP_Meses Epoca Baja;Magdalena;Puerto Bogotá;UEP;1,5;13
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;10;Meses Epoca Baja;Puerto Bogotá_UEP_10;Puerto Bogotá_UEP_Meses Epoca Baja;Magdalena;Puerto Bogotá;UEP;1,5;13
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;11;Meses Epoca Media;Puerto Bogotá_UEP_11;Puerto Bogotá_UEP_Meses Epoca Media;Magdalena;Puerto Bogotá;UEP;2,25;32,21
Magdalena;Tramo Medio;Honda;2;Puerto Bogotá;UEP;12;Meses Epoca Alta;Puerto Bogotá_UEP_12;Puerto Bogotá_UEP_Meses Epoca Alta;Magdalena;Puerto Bogotá;UEP;1,5;20
Magdalena;Tramo Medio;Honda;3;Honda;IM;1;Meses Epoca Media;Honda_IM_1;Honda_IM_Meses Epoca Media;Magdalena;Honda;IM;7,02;51,05
Magdalena;Tramo Medio;Honda;3;Honda;IM;2;Meses Epoca Media;Honda_IM_2;Honda_IM_Meses Epoca Media;Magdalena;Honda;IM;7,02;51,05
Magdalena;Tramo Medio;Honda;3;Honda;IM;3;Meses Epoca Media;Honda_IM_3;Honda_IM_Meses Epoca Media;Magdalena;Honda;IM;7,02;51,05
Magdalena;Tramo Medio;Honda;3;Honda;IM;4;Meses Epoca Baja;Honda_IM_4;Honda_IM_Meses Epoca Baja;Magdalena;Honda;IM;4,1;37,3
Magdalena;Tramo Medio;Honda;3;Honda;IM;5;Meses Epoca Baja;Honda_IM_5;Honda_IM_Meses Epoca Baja;Magdalena;Honda;IM;4,1;37,3
Magdalena;Tramo Medio;Honda;3;Honda;IM;6;Meses Epoca Baja;Honda_IM_6;Honda_IM_Meses Epoca Baja;Magdalena;Honda;IM;4,1;37,3
Magdalena;Tramo Medio;Honda;3;Honda;IM;7;Meses Epoca Baja;Honda_IM_7;Honda_IM_Meses Epoca Baja;Magdalena;Honda;IM;4,1;37,3
Magdalena;Tramo Medio;Honda;3;Honda;IM;8;Meses Epoca Baja;Honda_IM_8;Honda_IM_Meses Epoca Baja;Magdalena;Honda;IM;4,1;37,3
Magdalena;Tramo Medio;Honda;3;Honda;IM;9;Meses Epoca Baja;Honda_IM_9;Honda_IM_Meses Epoca Baja;Magdalena;Honda;IM;4,1;37,3
Magdalena;Tramo Medio;Honda;3;Honda;IM;10;Meses Epoca Baja;Honda_IM_10;Honda_IM_Meses Epoca Baja;Magdalena;Honda;IM;4,1;37,3
Magdalena;Tramo Medio;Honda;3;Honda;IM;11;Meses Epoca Baja;Honda_IM_11;Honda_IM_Meses Epoca Baja;Magdalena;Honda;IM;4,1;37,3
Magdalena;Tramo Medio;Honda;3;Honda;IM;12;Meses Epoca Alta;Honda_IM_12;Honda_IM_Meses Epoca Alta;Magdalena;Honda;IM;3,6;22,4
Magdalena;Tramo Medio;Honda;3;Honda;MA;1;Meses Epoca Alta;Honda_MA_1;Honda_MA_Meses Epoca Alta;Magdalena;Honda;MA;11,55;120,51
Magdalena;Tramo Medio;Honda;3;Honda;MA;2;Meses Epoca Alta;Honda_MA_2;Honda_MA_Meses Epoca Alta;Magdalena;Honda;MA;11,55;120,51
Magdalena;Tramo Medio;Honda;3;Honda;MA;3;Meses Epoca Baja;Honda_MA_3;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;4;Meses Epoca Baja;Honda_MA_4;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;5;Meses Epoca Baja;Honda_MA_5;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;6;Meses Epoca Baja;Honda_MA_6;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;7;Meses Epoca Baja;Honda_MA_7;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;8;Meses Epoca Baja;Honda_MA_8;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;9;Meses Epoca Baja;Honda_MA_9;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;10;Meses Epoca Baja;Honda_MA_10;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;11;Meses Epoca Baja;Honda_MA_11;Honda_MA_Meses Epoca Baja;Magdalena;Honda;MA;14,82;76,14
Magdalena;Tramo Medio;Honda;3;Honda;MA;12;Meses Epoca Alta;Honda_MA_12;Honda_MA_Meses Epoca Alta;Magdalena;Honda;MA;11,55;120,51
Magdalena;Tramo Medio;Honda;3;Honda;PM;1;Meses Epoca Alta;Honda_PM_1;Honda_PM_Meses Epoca Alta;Magdalena;Honda;PM;6,39;66,7
Magdalena;Tramo Medio;Honda;3;Honda;PM;2;Meses Epoca Alta;Honda_PM_2;Honda_PM_Meses Epoca Alta;Magdalena;Honda;PM;6,39;66,7
Magdalena;Tramo Medio;Honda;3;Honda;PM;3;Meses Epoca Baja;Honda_PM_3;Honda_PM_Meses Epoca Baja;Magdalena;Honda;PM;5,7;52,52
Magdalena;Tramo Medio;Honda;3;Honda;PM;4;Meses Epoca Baja;Honda_PM_4;Honda_PM_Meses Epoca Baja;Magdalena;Honda;PM;5,7;52,52
Magdalena;Tramo Medio;Honda;3;Honda;PM;5;Meses Epoca Baja;Honda_PM_5;Honda_PM_Meses Epoca Baja;Magdalena;Honda;PM;5,7;52,52
Magdalena;Tramo Medio;Honda;3;Honda;PM;6;Meses Epoca Baja;Honda_PM_6;Honda_PM_Meses Epoca Baja;Magdalena;Honda;PM;5,7;52,52
Magdalena;Tramo Medio;Honda;3;Honda;PM;7;Meses Epoca Media;Honda_PM_7;Honda_PM_Meses Epoca Media;Magdalena;Honda;PM;6,66;43,38
Magdalena;Tramo Medio;Honda;3;Honda;PM;8;Meses Epoca Media;Honda_PM_8;Honda_PM_Meses Epoca Media;Magdalena;Honda;PM;6,66;43,38
Magdalena;Tramo Medio;Honda;3;Honda;PM;9;Meses Epoca Baja;Honda_PM_9;Honda_PM_Meses Epoca Baja;Magdalena;Honda;PM;5,7;52,52
Magdalena;Tramo Medio;Honda;3;Honda;PM;10;Meses Epoca Baja;Honda_PM_10;Honda_PM_Meses Epoca Baja;Magdalena;Honda;PM;5,7;52,52
Magdalena;Tramo Medio;Honda;3;Honda;PM;11;Meses Epoca Baja;Honda_PM_11;Honda_PM_Meses Epoca Baja;Magdalena;Honda;PM;5,7;52,52
Magdalena;Tramo Medio;Honda;3;Honda;PM;12;Meses Epoca Alta;Honda_PM_12;Honda_PM_Meses Epoca Alta;Magdalena;Honda;PM;6,39;66,7
Magdalena;Tramo Medio;Puerto Berrío;14;Puerto de las Canoas (Puerto Berrío);MA;1;Meses Epoca Alta;Puerto de las Canoas (Puerto Berrío)_MA_1;Puerto de las Canoas (Puerto Berrío)_MA_Meses Epoca Alta;Magdalena;Puerto de las Canoas (Puerto Berrío);MA;52,5;4888,37
Magdalena;Tramo Medio;Puerto Berrío;14;Puerto de las Canoas (Puerto Berrío);MA;2;Meses Epoca Alta;Puerto de las Canoas (Puerto Berrío)_MA_2;Puerto de las Canoas (Puerto Berrío)_MA_Meses Epoca Alta;Magdalena;Puerto de las Canoas (Puerto Berrío);MA;52,5;4888,37
Magdalena;Tramo Medio;Puerto Berrío;14;Puerto de las Canoas (Puerto Berrío);MA;3;Meses Epoca Baja;Puerto de las Canoas (Puerto Berrío)_MA_3;Puerto de las Canoas (Puerto Berrío)_MA_Meses Epoca Baja;Magdalena;Puerto de las Canoas (Puerto Berrío);MA;25,93;1010,35
Magdalena;Tramo Medio;Puerto Berrío;14;Puerto de las Canoas (Puerto Berrío);MA;4;Meses Epoca Baja;Puerto de las Canoas (Puerto Berrío)_MA_4;Puerto de las Canoas (Puerto Berrío)_MA_Meses Epoca Baja;Magdalena;Puerto de las Canoas (Puerto Berrío);MA;25,93;1010,35
